text,num_aspects,aspects,aspect_term,sentiment,confidence
It makes sense why anti-vaxxers shifted their attention from MMR to Covid in order to win more people over to their views on MMR.,2,"covid, mmr",mmr,neutral,0.962
"got mmr, tetanus and latest covid jabs yesterday. today both shoulders ache, and i feel extremely 10-yrs old about the whole thing.

i didn't even get a lolly or a cool plaster (candy; bandaid for my north americans).

meh.

#whinge #moan #grump",2,"covid, mmr",covid,neutral,0.522
"got mmr, tetanus and latest covid jabs yesterday. today both shoulders ache, and i feel extremely 10-yrs old about the whole thing.

i didn't even get a lolly or a cool plaster (candy; bandaid for my north americans).

meh.

#whinge #moan #grump",2,"covid, mmr",mmr,neutral,0.95
Got an MMR booster (even though they say it’s not necessary) and the RSV vaccine just for kicks. Because - #betterlivingthroughscience  I hold the pharmacist I’d be back for the Covid & Flu shots soon.,3,"vaccine, covid, mmr",vaccine,neutral,0.878
Got an MMR booster (even though they say it’s not necessary) and the RSV vaccine just for kicks. Because - #betterlivingthroughscience  I hold the pharmacist I’d be back for the Covid & Flu shots soon.,3,"vaccine, covid, mmr",covid,neutral,0.938
Got an MMR booster (even though they say it’s not necessary) and the RSV vaccine just for kicks. Because - #betterlivingthroughscience  I hold the pharmacist I’d be back for the Covid & Flu shots soon.,3,"vaccine, covid, mmr",mmr,neutral,0.738
"Huge lack of awareness that SARS-COV-2 and Measles are Airborne .  Any Covid style mitigations must take this into consideration or fail to protect children. 
#CovidIsNotOver  #Measles #MMR #CovidisAirborne",3,"measles, covid, mmr",measles,neutral,0.835
"Huge lack of awareness that SARS-COV-2 and Measles are Airborne .  Any Covid style mitigations must take this into consideration or fail to protect children. 
#CovidIsNotOver  #Measles #MMR #CovidisAirborne",3,"measles, covid, mmr",covid,neutral,0.81
"Huge lack of awareness that SARS-COV-2 and Measles are Airborne .  Any Covid style mitigations must take this into consideration or fail to protect children. 
#CovidIsNotOver  #Measles #MMR #CovidisAirborne",3,"measles, covid, mmr",mmr,neutral,0.814
"Misinformation alone doesn't really explain what is going on here. 

It is likely that the link between COVID-19 and the reduction in MMR vaccinations is also due to the weakening of the health care system that never truly recovered since 2020. 

We just need more research.",2,"covid, mmr",covid,neutral,0.851
"Misinformation alone doesn't really explain what is going on here. 

It is likely that the link between COVID-19 and the reduction in MMR vaccinations is also due to the weakening of the health care system that never truly recovered since 2020. 

We just need more research.",2,"covid, mmr",mmr,neutral,0.742
"This is a good starting point but we need way more (qual) research to truly understand the Canadian link between COVID-19 and a reduction in MMR vaccines. 

Parents, including those in Alberta, often separate seasonal/new vaccines from ones like MMR.",2,"covid, mmr",covid,neutral,0.888
"This is a good starting point but we need way more (qual) research to truly understand the Canadian link between COVID-19 and a reduction in MMR vaccines. 

Parents, including those in Alberta, often separate seasonal/new vaccines from ones like MMR.",2,"covid, mmr",mmr,neutral,0.72
Updated COVID and MMR vaccines achieved!,2,"covid, mmr",covid,positive,0.738
Updated COVID and MMR vaccines achieved!,2,"covid, mmr",mmr,neutral,0.701
"""What's changed is the rapid spread of anti-vaccine misinformation in her community and beyond after the Covid-19 pandemic.Studies show that vaccine hesitancy has risen in Canada since the pandemic.In southern Alberta, the # of MMR vaccines administered has dropped by nearly 50% from 2019 to 2024.""",3,"vaccine, covid, mmr",vaccine,negative,0.494
"""What's changed is the rapid spread of anti-vaccine misinformation in her community and beyond after the Covid-19 pandemic.Studies show that vaccine hesitancy has risen in Canada since the pandemic.In southern Alberta, the # of MMR vaccines administered has dropped by nearly 50% from 2019 to 2024.""",3,"vaccine, covid, mmr",covid,neutral,0.886
"""What's changed is the rapid spread of anti-vaccine misinformation in her community and beyond after the Covid-19 pandemic.Studies show that vaccine hesitancy has risen in Canada since the pandemic.In southern Alberta, the # of MMR vaccines administered has dropped by nearly 50% from 2019 to 2024.""",3,"vaccine, covid, mmr",mmr,neutral,0.928
"Same in the US! Took  my husband to get an MMR at our local Safeway with no issues (unlike the Covid booster, which was another story entirely).",2,"covid, mmr",covid,neutral,0.527
"Same in the US! Took  my husband to get an MMR at our local Safeway with no issues (unlike the Covid booster, which was another story entirely).",2,"covid, mmr",mmr,neutral,0.938
I somehow escaped getting either as a kid in the 70s but I was unlucky to get heart damage from Covid. Got my MMR to hopefully reduce the risk of any further damage.,3,"covid, risk, mmr",covid,neutral,0.819
I somehow escaped getting either as a kid in the 70s but I was unlucky to get heart damage from Covid. Got my MMR to hopefully reduce the risk of any further damage.,3,"covid, risk, mmr",risk,negative,0.483
I somehow escaped getting either as a kid in the 70s but I was unlucky to get heart damage from Covid. Got my MMR to hopefully reduce the risk of any further damage.,3,"covid, risk, mmr",mmr,neutral,0.776
"I had measles vaccine at 2yo. Didn’t get measles when infectious child at my 4th/5th birthday. Got MMR last year because I want to be sure I don’t get measles (or mumps - didn’t have mumps vax) and I am concerned Covid may have impacted immune system. 

Very straightforward to get MMR from NHS GP!",4,"vaccine, measles, covid, mmr",vaccine,neutral,0.914
"I had measles vaccine at 2yo. Didn’t get measles when infectious child at my 4th/5th birthday. Got MMR last year because I want to be sure I don’t get measles (or mumps - didn’t have mumps vax) and I am concerned Covid may have impacted immune system. 

Very straightforward to get MMR from NHS GP!",4,"vaccine, measles, covid, mmr",measles,neutral,0.607
"I had measles vaccine at 2yo. Didn’t get measles when infectious child at my 4th/5th birthday. Got MMR last year because I want to be sure I don’t get measles (or mumps - didn’t have mumps vax) and I am concerned Covid may have impacted immune system. 

Very straightforward to get MMR from NHS GP!",4,"vaccine, measles, covid, mmr",covid,neutral,0.737
"I had measles vaccine at 2yo. Didn’t get measles when infectious child at my 4th/5th birthday. Got MMR last year because I want to be sure I don’t get measles (or mumps - didn’t have mumps vax) and I am concerned Covid may have impacted immune system. 

Very straightforward to get MMR from NHS GP!",4,"vaccine, measles, covid, mmr",mmr,neutral,0.867
"Since moving to the VA, I no longer do pediatrics, but this question is still valid. My patients ask about if there will be a new COVID-19 booster this fall. They ask if they need an updated MMR, Tdap, and other vaccines. As the federal guidance I relied on gets gutted, my job will get harder.",2,"covid, mmr",covid,neutral,0.858
"Since moving to the VA, I no longer do pediatrics, but this question is still valid. My patients ask about if there will be a new COVID-19 booster this fall. They ask if they need an updated MMR, Tdap, and other vaccines. As the federal guidance I relied on gets gutted, my job will get harder.",2,"covid, mmr",mmr,positive,0.62
"I'm not sure what's going on with the NHS vaccine strategy. I'm a huge supporter of vaccines. My dad was blinded by measles as a toddler so my children had the MMR as soon as they could. 

But then we spend billions on a COVID vaccine but it's almost impossible in the UK to get one, even privately.",4,"vaccine, measles, covid, mmr",vaccine,neutral,0.772
"I'm not sure what's going on with the NHS vaccine strategy. I'm a huge supporter of vaccines. My dad was blinded by measles as a toddler so my children had the MMR as soon as they could. 

But then we spend billions on a COVID vaccine but it's almost impossible in the UK to get one, even privately.",4,"vaccine, measles, covid, mmr",measles,neutral,0.834
"I'm not sure what's going on with the NHS vaccine strategy. I'm a huge supporter of vaccines. My dad was blinded by measles as a toddler so my children had the MMR as soon as they could. 

But then we spend billions on a COVID vaccine but it's almost impossible in the UK to get one, even privately.",4,"vaccine, measles, covid, mmr",covid,neutral,0.837
"I'm not sure what's going on with the NHS vaccine strategy. I'm a huge supporter of vaccines. My dad was blinded by measles as a toddler so my children had the MMR as soon as they could. 

But then we spend billions on a COVID vaccine but it's almost impossible in the UK to get one, even privately.",4,"vaccine, measles, covid, mmr",mmr,neutral,0.931
"It's much worse than that:
Measles R0 12-18 infected from one source.
Covid only 1.9-6.5.

Let's hope the unvaccinated is forming an orderly queue for the MMR, whilst infecting each other🤷‍♂️🤦‍♂️",3,"measles, covid, mmr",measles,neutral,0.505
"It's much worse than that:
Measles R0 12-18 infected from one source.
Covid only 1.9-6.5.

Let's hope the unvaccinated is forming an orderly queue for the MMR, whilst infecting each other🤷‍♂️🤦‍♂️",3,"measles, covid, mmr",covid,neutral,0.706
"It's much worse than that:
Measles R0 12-18 infected from one source.
Covid only 1.9-6.5.

Let's hope the unvaccinated is forming an orderly queue for the MMR, whilst infecting each other🤷‍♂️🤦‍♂️",3,"measles, covid, mmr",mmr,neutral,0.974
"There should be no notion of parental choice re childhood vaccination. 

I’ve been around long enough to see the same dangerous nonsense repeated about whooping cough, MMR and Covid.

Jab the kids up. 

www.theguardian.com/society/2025...",3,"vaccination, covid, mmr",vaccination,neutral,0.959
"There should be no notion of parental choice re childhood vaccination. 

I’ve been around long enough to see the same dangerous nonsense repeated about whooping cough, MMR and Covid.

Jab the kids up. 

www.theguardian.com/society/2025...",3,"vaccination, covid, mmr",covid,neutral,0.903
"There should be no notion of parental choice re childhood vaccination. 

I’ve been around long enough to see the same dangerous nonsense repeated about whooping cough, MMR and Covid.

Jab the kids up. 

www.theguardian.com/society/2025...",3,"vaccination, covid, mmr",mmr,neutral,0.877
Current regime for full immunity is 2x MMR. I was born on 1974 and had one childhood vaccination for each individually but they topped me up with MMR when I went for a Covid jab (I have actually had 2xMMR to make sure I was fully immunised for all 3).,4,"vaccination, immunity, covid, mmr",vaccination,neutral,0.965
Current regime for full immunity is 2x MMR. I was born on 1974 and had one childhood vaccination for each individually but they topped me up with MMR when I went for a Covid jab (I have actually had 2xMMR to make sure I was fully immunised for all 3).,4,"vaccination, immunity, covid, mmr",immunity,positive,0.741
Current regime for full immunity is 2x MMR. I was born on 1974 and had one childhood vaccination for each individually but they topped me up with MMR when I went for a Covid jab (I have actually had 2xMMR to make sure I was fully immunised for all 3).,4,"vaccination, immunity, covid, mmr",covid,neutral,0.943
Current regime for full immunity is 2x MMR. I was born on 1974 and had one childhood vaccination for each individually but they topped me up with MMR when I went for a Covid jab (I have actually had 2xMMR to make sure I was fully immunised for all 3).,4,"vaccination, immunity, covid, mmr",mmr,neutral,0.95
Got an MMR and a Covid shot today. Whee!,2,"covid, mmr",covid,neutral,0.928
Got an MMR and a Covid shot today. Whee!,2,"covid, mmr",mmr,neutral,0.968
"Guardian newsletter leads today on measles: 
“The disease is highly infectious and airborne.”
Ring any bells?
The vax rate for measles has dropped: “figures from NHS England show that 3.4 million children under the age of 16 years have not been fully immunised with the MMR vaccine.”
And a Covid vax?",4,"vaccine, measles, covid, mmr",vaccine,neutral,0.936
"Guardian newsletter leads today on measles: 
“The disease is highly infectious and airborne.”
Ring any bells?
The vax rate for measles has dropped: “figures from NHS England show that 3.4 million children under the age of 16 years have not been fully immunised with the MMR vaccine.”
And a Covid vax?",4,"vaccine, measles, covid, mmr",measles,neutral,0.864
"Guardian newsletter leads today on measles: 
“The disease is highly infectious and airborne.”
Ring any bells?
The vax rate for measles has dropped: “figures from NHS England show that 3.4 million children under the age of 16 years have not been fully immunised with the MMR vaccine.”
And a Covid vax?",4,"vaccine, measles, covid, mmr",covid,neutral,0.86
"Guardian newsletter leads today on measles: 
“The disease is highly infectious and airborne.”
Ring any bells?
The vax rate for measles has dropped: “figures from NHS England show that 3.4 million children under the age of 16 years have not been fully immunised with the MMR vaccine.”
And a Covid vax?",4,"vaccine, measles, covid, mmr",mmr,neutral,0.958
...were sick should be five or under (MMR is at six months and then at 18). Right? 2025 (this year) -2020 (when the first COVID vaccine was approved here in Canada). THIS IS FORESHADOWING. So I looked and.. erm.. MICHELLE I THINK YOU'RE LYING... of the 1323 Albertans sick with measles 385 are ...,4,"vaccine, measles, covid, mmr",vaccine,neutral,0.933
...were sick should be five or under (MMR is at six months and then at 18). Right? 2025 (this year) -2020 (when the first COVID vaccine was approved here in Canada). THIS IS FORESHADOWING. So I looked and.. erm.. MICHELLE I THINK YOU'RE LYING... of the 1323 Albertans sick with measles 385 are ...,4,"vaccine, measles, covid, mmr",measles,neutral,0.826
...were sick should be five or under (MMR is at six months and then at 18). Right? 2025 (this year) -2020 (when the first COVID vaccine was approved here in Canada). THIS IS FORESHADOWING. So I looked and.. erm.. MICHELLE I THINK YOU'RE LYING... of the 1323 Albertans sick with measles 385 are ...,4,"vaccine, measles, covid, mmr",covid,neutral,0.842
...were sick should be five or under (MMR is at six months and then at 18). Right? 2025 (this year) -2020 (when the first COVID vaccine was approved here in Canada). THIS IS FORESHADOWING. So I looked and.. erm.. MICHELLE I THINK YOU'RE LYING... of the 1323 Albertans sick with measles 385 are ...,4,"vaccine, measles, covid, mmr",mmr,neutral,0.918
I thought I would be going to the USA in August (turns out I will not but whatever) so I got Covid and Flu shots and I also got an MMR booster - In Australia if you have not been vaccinated against measles it is FREE. If you have (and I had) it's only fifty bucks. WORTH IT.,3,"measles, covid, mmr",measles,positive,0.723
I thought I would be going to the USA in August (turns out I will not but whatever) so I got Covid and Flu shots and I also got an MMR booster - In Australia if you have not been vaccinated against measles it is FREE. If you have (and I had) it's only fifty bucks. WORTH IT.,3,"measles, covid, mmr",covid,neutral,0.871
I thought I would be going to the USA in August (turns out I will not but whatever) so I got Covid and Flu shots and I also got an MMR booster - In Australia if you have not been vaccinated against measles it is FREE. If you have (and I had) it's only fifty bucks. WORTH IT.,3,"measles, covid, mmr",mmr,positive,0.554
"I got every single one available after the election including a booster MMR (that one hurt the least of any!) So hopefully I'll only need yearly covid and reg flu from now on, if they keep making them.",2,"covid, mmr",covid,neutral,0.876
"I got every single one available after the election including a booster MMR (that one hurt the least of any!) So hopefully I'll only need yearly covid and reg flu from now on, if they keep making them.",2,"covid, mmr",mmr,positive,0.728
"At the recommendation of my GP I had an MMR vaccine top-up about 10 days ago. Failed to clock that side effects can hit up to three weeks later. Hopefully that is why I suddenly feel like hammered poop right now (took a COVID test, which was negative).",4,"side effects, vaccine, covid, mmr",side effects,negative,0.769
"At the recommendation of my GP I had an MMR vaccine top-up about 10 days ago. Failed to clock that side effects can hit up to three weeks later. Hopefully that is why I suddenly feel like hammered poop right now (took a COVID test, which was negative).",4,"side effects, vaccine, covid, mmr",vaccine,neutral,0.959
"At the recommendation of my GP I had an MMR vaccine top-up about 10 days ago. Failed to clock that side effects can hit up to three weeks later. Hopefully that is why I suddenly feel like hammered poop right now (took a COVID test, which was negative).",4,"side effects, vaccine, covid, mmr",covid,neutral,0.721
"At the recommendation of my GP I had an MMR vaccine top-up about 10 days ago. Failed to clock that side effects can hit up to three weeks later. Hopefully that is why I suddenly feel like hammered poop right now (took a COVID test, which was negative).",4,"side effects, vaccine, covid, mmr",mmr,neutral,0.968
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too.",3,"vaccine, covid, mmr",vaccine,neutral,0.841
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too.",3,"vaccine, covid, mmr",covid,neutral,0.851
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too.",3,"vaccine, covid, mmr",mmr,neutral,0.943
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too. x.com/channel4news...",3,"vaccine, covid, mmr",vaccine,neutral,0.898
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too. x.com/channel4news...",3,"vaccine, covid, mmr",covid,neutral,0.878
"Reform UK’s vaccine scepticism is primarily Covid-19, but the ripple effects are being felt across broader vaccine confidence including MMR. Their rhetoric around “vaccine harms” have contributed to a climate of distrust that affects routine vaccinations too. x.com/channel4news...",3,"vaccine, covid, mmr",mmr,neutral,0.956
"Well, just tried to get an MMR and COVID booster, and was told my insurance doesn't cover it. When I called my insurance, they give me TWO options, 30-40 miles away, where they *might* have both vaccines. I'm beyond pissed.",2,"covid, mmr",covid,neutral,0.887
"Well, just tried to get an MMR and COVID booster, and was told my insurance doesn't cover it. When I called my insurance, they give me TWO options, 30-40 miles away, where they *might* have both vaccines. I'm beyond pissed.",2,"covid, mmr",mmr,neutral,0.955
Mumsnet was rife with anti-mmr sentiment well before Covid and inevitably the anti-mmr morons were dead against the vaccines from day one. Murdering arsehole shitgibbons,2,"covid, mmr",covid,neutral,0.917
Mumsnet was rife with anti-mmr sentiment well before Covid and inevitably the anti-mmr morons were dead against the vaccines from day one. Murdering arsehole shitgibbons,2,"covid, mmr",mmr,negative,0.92
"A discredited quack said MMR could cause Autism a few years ago well before Covid and uptake went down even after he was discredited but anti-vax loons exacerbated this. The lies persist and this is the consequence. Lots of cases around now but so far this is just the 2nd death, last one in 2023",3,"covid, death, mmr",covid,neutral,0.866
"A discredited quack said MMR could cause Autism a few years ago well before Covid and uptake went down even after he was discredited but anti-vax loons exacerbated this. The lies persist and this is the consequence. Lots of cases around now but so far this is just the 2nd death, last one in 2023",3,"covid, death, mmr",death,neutral,0.551
"A discredited quack said MMR could cause Autism a few years ago well before Covid and uptake went down even after he was discredited but anti-vax loons exacerbated this. The lies persist and this is the consequence. Lots of cases around now but so far this is just the 2nd death, last one in 2023",3,"covid, death, mmr",mmr,neutral,0.78
"When I went for my private COVID jab, the pharmacist was baffled when I asked if I (born 1983) should have another MMR. She'd 'never heard that before'.

that's it, lads, i'm booking one this week",2,"covid, mmr",covid,neutral,0.94
"When I went for my private COVID jab, the pharmacist was baffled when I asked if I (born 1983) should have another MMR. She'd 'never heard that before'.

that's it, lads, i'm booking one this week",2,"covid, mmr",mmr,neutral,0.976
I'm getting an MMR and shingles Vax this month. Covid and flu in Sept (don't think it's an updated version but I haven't had either in a year),2,"covid, mmr",covid,neutral,0.754
I'm getting an MMR and shingles Vax this month. Covid and flu in Sept (don't think it's an updated version but I haven't had either in a year),2,"covid, mmr",mmr,neutral,0.964
"I was born in 1980. I got an MMR 18 months ago. My GP had told me years before COVID came that I would 'only get a mild case of measles' if I got it (MMR wasn't a thing when I previously got vaccinated).

I don't fucking want measles. Especially now.",3,"measles, covid, mmr",measles,neutral,0.585
"I was born in 1980. I got an MMR 18 months ago. My GP had told me years before COVID came that I would 'only get a mild case of measles' if I got it (MMR wasn't a thing when I previously got vaccinated).

I don't fucking want measles. Especially now.",3,"measles, covid, mmr",covid,neutral,0.891
"I was born in 1980. I got an MMR 18 months ago. My GP had told me years before COVID came that I would 'only get a mild case of measles' if I got it (MMR wasn't a thing when I previously got vaccinated).

I don't fucking want measles. Especially now.",3,"measles, covid, mmr",mmr,neutral,0.97
"If they did, it would be deliberately misinterpreted as evidence, that there are problems with the MMR vaccine & worsen the issue. Besides which, the conspiracists now reject all vaccines as the Covid jab hysteria demonstrated. For the few, who want a single measles jab, private clinics can oblige.",4,"vaccine, measles, covid, mmr",vaccine,neutral,0.806
"If they did, it would be deliberately misinterpreted as evidence, that there are problems with the MMR vaccine & worsen the issue. Besides which, the conspiracists now reject all vaccines as the Covid jab hysteria demonstrated. For the few, who want a single measles jab, private clinics can oblige.",4,"vaccine, measles, covid, mmr",measles,neutral,0.947
"If they did, it would be deliberately misinterpreted as evidence, that there are problems with the MMR vaccine & worsen the issue. Besides which, the conspiracists now reject all vaccines as the Covid jab hysteria demonstrated. For the few, who want a single measles jab, private clinics can oblige.",4,"vaccine, measles, covid, mmr",covid,neutral,0.837
"If they did, it would be deliberately misinterpreted as evidence, that there are problems with the MMR vaccine & worsen the issue. Besides which, the conspiracists now reject all vaccines as the Covid jab hysteria demonstrated. For the few, who want a single measles jab, private clinics can oblige.",4,"vaccine, measles, covid, mmr",mmr,neutral,0.919
"There’s also a possibility of Covid impact here as routine clinics were disrupted during the pandemic.

I eventually managed to get my MMR last year. Initially GP said I’d be covered by my childhood vaccinations. I pointed out that at 57  I hadn’t been given one 🙄",2,"covid, mmr",covid,neutral,0.913
"There’s also a possibility of Covid impact here as routine clinics were disrupted during the pandemic.

I eventually managed to get my MMR last year. Initially GP said I’d be covered by my childhood vaccinations. I pointed out that at 57  I hadn’t been given one 🙄",2,"covid, mmr",mmr,neutral,0.921
"Btw it is a REALLY GOOD TIME to get your Covid booster, flu shot, and MMR vaccine all while these things are still covered by your insurance thus likely 100% free out-of-pocket, because health insurers follow CDC guidance about what to cover!! And a certain person in charge means that could change!",3,"vaccine, covid, mmr",vaccine,neutral,0.913
"Btw it is a REALLY GOOD TIME to get your Covid booster, flu shot, and MMR vaccine all while these things are still covered by your insurance thus likely 100% free out-of-pocket, because health insurers follow CDC guidance about what to cover!! And a certain person in charge means that could change!",3,"vaccine, covid, mmr",covid,neutral,0.851
"Btw it is a REALLY GOOD TIME to get your Covid booster, flu shot, and MMR vaccine all while these things are still covered by your insurance thus likely 100% free out-of-pocket, because health insurers follow CDC guidance about what to cover!! And a certain person in charge means that could change!",3,"vaccine, covid, mmr",mmr,neutral,0.917
My husband got the MMR last month because his first ones were in the 1970s. I had record of getting a second dose  in 1980. We are going to Canada in the fall for flu and Covid shots.,2,"covid, mmr",covid,neutral,0.944
My husband got the MMR last month because his first ones were in the 1970s. I had record of getting a second dose  in 1980. We are going to Canada in the fall for flu and Covid shots.,2,"covid, mmr",mmr,neutral,0.964
"Yes I did get the MMR  as a kid because my Mom wanted me to live. And I got a very mild case of measles yet here I am 65 yrs later and still going. Got the polio vaccine too. No iron lung for me. No covid, no flu, no pneumonia cos I got vaccinated. God gave us free will, my mom chose for me to live.",4,"vaccine, measles, covid, mmr",vaccine,neutral,0.811
"Yes I did get the MMR  as a kid because my Mom wanted me to live. And I got a very mild case of measles yet here I am 65 yrs later and still going. Got the polio vaccine too. No iron lung for me. No covid, no flu, no pneumonia cos I got vaccinated. God gave us free will, my mom chose for me to live.",4,"vaccine, measles, covid, mmr",measles,neutral,0.895
"Yes I did get the MMR  as a kid because my Mom wanted me to live. And I got a very mild case of measles yet here I am 65 yrs later and still going. Got the polio vaccine too. No iron lung for me. No covid, no flu, no pneumonia cos I got vaccinated. God gave us free will, my mom chose for me to live.",4,"vaccine, measles, covid, mmr",covid,neutral,0.69
"Yes I did get the MMR  as a kid because my Mom wanted me to live. And I got a very mild case of measles yet here I am 65 yrs later and still going. Got the polio vaccine too. No iron lung for me. No covid, no flu, no pneumonia cos I got vaccinated. God gave us free will, my mom chose for me to live.",4,"vaccine, measles, covid, mmr",mmr,neutral,0.967
"Being told I need to get a MMR vaccination in 2025 is wild. 

So I go at 10am and am updating my Covid booster before my insurance is done.",3,"vaccination, covid, mmr",vaccination,neutral,0.953
"Being told I need to get a MMR vaccination in 2025 is wild. 

So I go at 10am and am updating my Covid booster before my insurance is done.",3,"vaccination, covid, mmr",covid,neutral,0.91
"Being told I need to get a MMR vaccination in 2025 is wild. 

So I go at 10am and am updating my Covid booster before my insurance is done.",3,"vaccination, covid, mmr",mmr,neutral,0.973
"In Canada, pharmacists can provide these common vaccines without a prescription:
- Flu
- COVID-19
- Pneumococcal
- Shingles
- Human papillomavirus (HPV)
- Diphtheria, tetanus, pertussis
- Measles, mumps, rubella (MMR)
- Hepatitis A and B
- Meningococcal
- Polio
- Varicella (chickenpox)",3,"measles, covid, mmr",measles,neutral,0.891
"In Canada, pharmacists can provide these common vaccines without a prescription:
- Flu
- COVID-19
- Pneumococcal
- Shingles
- Human papillomavirus (HPV)
- Diphtheria, tetanus, pertussis
- Measles, mumps, rubella (MMR)
- Hepatitis A and B
- Meningococcal
- Polio
- Varicella (chickenpox)",3,"measles, covid, mmr",covid,neutral,0.864
"In Canada, pharmacists can provide these common vaccines without a prescription:
- Flu
- COVID-19
- Pneumococcal
- Shingles
- Human papillomavirus (HPV)
- Diphtheria, tetanus, pertussis
- Measles, mumps, rubella (MMR)
- Hepatitis A and B
- Meningococcal
- Polio
- Varicella (chickenpox)",3,"measles, covid, mmr",mmr,neutral,0.899
I just booked my “just in case ‘cos  I’m that age” MMR shot for this afternoon to make sure I’m covered before this shit is completely out of control. I think I’ve got everything else updated x waiting on Covid vax release for current strain.,2,"covid, mmr",covid,neutral,0.896
I just booked my “just in case ‘cos  I’m that age” MMR shot for this afternoon to make sure I’m covered before this shit is completely out of control. I think I’ve got everything else updated x waiting on Covid vax release for current strain.,2,"covid, mmr",mmr,neutral,0.948
"It's is often said that measles is the most contagious disease, and yet it hasn't caused any big outbreaks like covid. Is this because there is a large (though not large enough) level of vaccination? I got an MMR a few weeks ago just to be on the safe side.",4,"vaccination, measles, covid, mmr",vaccination,neutral,0.611
"It's is often said that measles is the most contagious disease, and yet it hasn't caused any big outbreaks like covid. Is this because there is a large (though not large enough) level of vaccination? I got an MMR a few weeks ago just to be on the safe side.",4,"vaccination, measles, covid, mmr",measles,neutral,0.527
"It's is often said that measles is the most contagious disease, and yet it hasn't caused any big outbreaks like covid. Is this because there is a large (though not large enough) level of vaccination? I got an MMR a few weeks ago just to be on the safe side.",4,"vaccination, measles, covid, mmr",covid,neutral,0.729
"It's is often said that measles is the most contagious disease, and yet it hasn't caused any big outbreaks like covid. Is this because there is a large (though not large enough) level of vaccination? I got an MMR a few weeks ago just to be on the safe side.",4,"vaccination, measles, covid, mmr",mmr,neutral,0.961
"also, ymmv and always talk to a trusted doctor first, but compared to something like the COVID or shingles shots, MMR is reported as comparatively very easy to tolerate, with minimal side effects in most people.",3,"side effects, covid, mmr",side effects,positive,0.515
"also, ymmv and always talk to a trusted doctor first, but compared to something like the COVID or shingles shots, MMR is reported as comparatively very easy to tolerate, with minimal side effects in most people.",3,"side effects, covid, mmr",covid,neutral,0.895
"also, ymmv and always talk to a trusted doctor first, but compared to something like the COVID or shingles shots, MMR is reported as comparatively very easy to tolerate, with minimal side effects in most people.",3,"side effects, covid, mmr",mmr,positive,0.625
"I got MMR along with my covid vaccinations last year so am now fully vaccinated. Measles has become more of an issue in recent years with lower vaccination rates so if you can take yourself out of the disease vector running, so much the better.",4,"vaccination, measles, covid, mmr",vaccination,negative,0.426
"I got MMR along with my covid vaccinations last year so am now fully vaccinated. Measles has become more of an issue in recent years with lower vaccination rates so if you can take yourself out of the disease vector running, so much the better.",4,"vaccination, measles, covid, mmr",measles,neutral,0.521
"I got MMR along with my covid vaccinations last year so am now fully vaccinated. Measles has become more of an issue in recent years with lower vaccination rates so if you can take yourself out of the disease vector running, so much the better.",4,"vaccination, measles, covid, mmr",covid,neutral,0.963
"I got MMR along with my covid vaccinations last year so am now fully vaccinated. Measles has become more of an issue in recent years with lower vaccination rates so if you can take yourself out of the disease vector running, so much the better.",4,"vaccination, measles, covid, mmr",mmr,neutral,0.952
"Hubby and I have gotten TDAP, MMR, and HepAB boosters within the past year along with our standard flu/covid shots in part thanks to your helpful reminders! (Also this a ping to myself for our 3rd twinrix dose in a few months!)",2,"covid, mmr",covid,neutral,0.937
"Hubby and I have gotten TDAP, MMR, and HepAB boosters within the past year along with our standard flu/covid shots in part thanks to your helpful reminders! (Also this a ping to myself for our 3rd twinrix dose in a few months!)",2,"covid, mmr",mmr,neutral,0.942
