text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
"Oh it’s just beginning. Get ready for measles, mumps, Covid, scarlet fever, chicken pox, diphtheria, polio. You know, all those fun diseases that we eradicated with vaccines. Thanks to trump and RFK they will be killing all the kids again. It matters who you vote for.",post,crikitrn.bsky.social,2025-09-06 04:30:31.875000+00:00,https://bsky.app/profile/crikitrn.bsky.social/post/3ly5dp52bik2u,at://did:plc:kdtarhn6mog5a2vqiyfnz2y2/app.bsky.feed.post/3ly5dp52bik2u,measle,,,8/31/25,neutral,0.671,neutral,0.543,neutral,0.539,neutral,0.519,neutral,0.622,neutral,0.756,neutral,0.503,neutral,0.506,neutral,0.474,neutral,0.428,neutral,0.496,neutral,0.482,neutral,0.623,neutral,0.663,neutral,0.686,neutral,0.781,neutral,0.737,neutral,0.618,neutral,0.83,neutral,0.534,neutral,0.466,neutral,0.727,neutral,0.666,neutral,0.613,neutral,0.614,neutral,0.513,neutral,0.688,neutral,0.729,neutral,0.668
"Science:  many studies by critics and supporters alike to get to concensus.

GOP:  no studies, just opinion, then turn it into science policy.

Polio, measles, covid, flu, small pox, chicken pox, mumps, rubella all soon to be epidemic in the US.",post,uwops.bsky.social,2025-09-05 19:04:28.504000+00:00,https://bsky.app/profile/uwops.bsky.social/post/3ly4e2x2gys2f,at://did:plc:giyu3y2vglrhzzg6fm2crsm7/app.bsky.feed.post/3ly4e2x2gys2f,measle,,,8/31/25,neutral,0.465,neutral,0.362,neutral,0.36,negative,0.358,neutral,0.408,neutral,0.438,negative,0.389,negative,0.365,negative,0.388,negative,0.45,negative,0.463,negative,0.404,neutral,0.463,neutral,0.541,neutral,0.659,neutral,0.762,neutral,0.619,neutral,0.398,neutral,0.632,neutral,0.426,negative,0.397,neutral,0.562,neutral,0.475,neutral,0.424,neutral,0.552,negative,0.388,neutral,0.512,neutral,0.442,neutral,0.541
"I am a 76 yo who has never had covid thanks to vaccines! Also no polio, rubella, mumps, measles, small pox, not to mention the cocktail of vaccines given to me before being sent over seas in 1968. So they work! Don’t listen to idiots even from the White House.",post,jimwillis48.bsky.social,2025-09-05 17:13:41.518000+00:00,https://bsky.app/profile/jimwillis48.bsky.social/post/3ly45utyjqc2q,at://did:plc:ufd7s343df6cjk5bu7agxedh/app.bsky.feed.post/3ly45utyjqc2q,measle,,,8/31/25,positive,0.586,positive,0.549,positive,0.517,positive,0.553,positive,0.464,neutral,0.591,positive,0.391,positive,0.44,positive,0.387,negative,0.362,negative,0.366,positive,0.427,positive,0.628,neutral,0.547,neutral,0.562,neutral,0.634,neutral,0.546,neutral,0.435,neutral,0.794,neutral,0.393,neutral,0.345,neutral,0.577,neutral,0.582,neutral,0.615,neutral,0.389,positive,0.416,neutral,0.546,neutral,0.544,neutral,0.569
"Apparently masks are only good when they’re used to terrorize people. I mean, who amongst us doesn’t love a good epidemic or 6. Measles, mumps, rubella, Covid, polio and RSV can’t wait. 

At least they’re banning guns. Oh wait…..that’s only for trans people. 🙄🤬",post,notafanoftrump.bsky.social,2025-09-05 17:11:30.538000+00:00,https://bsky.app/profile/notafanoftrump.bsky.social/post/3ly45qx3ekk2f,at://did:plc:3mf5tprwe2h3mwbr2k72zh5b/app.bsky.feed.post/3ly45qx3ekk2f,measle,,,8/31/25,neutral,0.492,negative,0.396,negative,0.393,negative,0.388,neutral,0.412,neutral,0.507,negative,0.438,negative,0.447,negative,0.437,negative,0.54,negative,0.511,negative,0.506,positive,0.357,negative,0.422,neutral,0.459,neutral,0.594,neutral,0.553,negative,0.42,neutral,0.636,negative,0.481,negative,0.525,neutral,0.494,neutral,0.442,neutral,0.42,negative,0.444,negative,0.473,neutral,0.433,neutral,0.437,neutral,0.441
"@miamiherald.com 
Seriously, what the FUCK is wrong with the residents of Florida?! Was the intentional MASS KILL OFF of your elderly using COVID-19 not enough for you sickos? Now you are going to Allie measles, mumps, rubella, polio, chickenpox, meningitis, hepatitis, tetanus, diphtheria, to RAGE?",post,anewblueunion.bsky.social,2025-09-05 16:53:44.449000+00:00,https://bsky.app/profile/anewblueunion.bsky.social/post/3ly44r6evzc2g,at://did:plc:q5jgzvr4fivpzqta3dadvwyq/app.bsky.feed.post/3ly44r6evzc2g,measle,,,8/31/25,neutral,0.776,neutral,0.714,neutral,0.71,neutral,0.696,neutral,0.724,neutral,0.788,neutral,0.652,neutral,0.671,neutral,0.634,neutral,0.587,neutral,0.617,neutral,0.57,neutral,0.701,neutral,0.69,neutral,0.795,neutral,0.784,neutral,0.79,neutral,0.672,neutral,0.822,neutral,0.62,neutral,0.544,neutral,0.79,neutral,0.746,neutral,0.678,neutral,0.57,neutral,0.636,neutral,0.744,neutral,0.74,neutral,0.712
"When I say we’re going to protect vaccine access in Massachusetts, I’m not just talking about the COVID vaccine. 

I’m talking about the vaccines for measles, mumps, rubella and more that keep our children healthy. 

It’s not political — it’s public health.",post,massgovernor.bsky.social,2025-09-05 16:06:38.333000+00:00,https://bsky.app/profile/massgovernor.bsky.social/post/3ly424x6p4c2m,at://did:plc:mqb5ws55tdeoft6mntljzblc/app.bsky.feed.post/3ly424x6p4c2m,measle,,,8/31/25,positive,0.5,positive,0.553,positive,0.567,positive,0.596,positive,0.504,neutral,0.611,positive,0.473,positive,0.547,positive,0.564,positive,0.531,positive,0.478,positive,0.52,positive,0.557,neutral,0.673,neutral,0.555,neutral,0.529,neutral,0.604,neutral,0.496,neutral,0.782,neutral,0.608,neutral,0.528,neutral,0.619,neutral,0.565,neutral,0.666,neutral,0.526,positive,0.502,neutral,0.566,neutral,0.556,neutral,0.664
"FL, enjoy your inevitable stew of stupidity game of chance.
In what order will FL's eminent disease/virus fest rollout?
Measles, mumps, rubella, polio, whooping cough, smallpox, diphtheria, chicken pox, hepititis A & B, HPV, Covid, or influenza.  
Extra Credit Scourages: Ebola and Dengue.",post,notthatstevemiller.bsky.social,2025-09-05 15:39:40.313000+00:00,https://bsky.app/profile/notthatstevemiller.bsky.social/post/3ly3ymq4nhc2c,at://did:plc:4vljlcpqtqr3e6uweomb7w2b/app.bsky.feed.post/3ly3ymq4nhc2c,measle,,,8/31/25,neutral,0.615,neutral,0.546,neutral,0.546,neutral,0.53,neutral,0.553,neutral,0.661,neutral,0.526,neutral,0.53,neutral,0.497,neutral,0.455,neutral,0.489,neutral,0.469,neutral,0.551,neutral,0.569,neutral,0.659,neutral,0.702,neutral,0.654,neutral,0.534,neutral,0.75,neutral,0.52,neutral,0.485,neutral,0.671,neutral,0.621,neutral,0.616,neutral,0.519,neutral,0.514,neutral,0.623,neutral,0.613,neutral,0.563
"2/2 FL removes vacs for polio, tetanus, chicken pox, hep. B, measles, mumps, rubella, no covid. Est. vacs. prevented 32 mil. hospitalizations, over a mil. deaths and saved approx. $540 bil. This removes the Freedom to live without preventable disease/illness. Excerpts @hcrichardson.bsky.social",post,tz-zy.bsky.social,2025-09-05 13:51:20.730000+00:00,https://bsky.app/profile/tz-zy.bsky.social/post/3ly3sl4xqk22l,at://did:plc:k3q7rkc2e45idpbnpxdqwkhp/app.bsky.feed.post/3ly3sl4xqk22l,measle,,,8/31/25,neutral,0.618,neutral,0.548,neutral,0.544,neutral,0.528,neutral,0.568,neutral,0.64,neutral,0.562,neutral,0.54,neutral,0.501,neutral,0.453,neutral,0.492,neutral,0.461,neutral,0.537,neutral,0.637,neutral,0.642,neutral,0.657,neutral,0.668,neutral,0.568,neutral,0.786,neutral,0.632,neutral,0.639,neutral,0.669,neutral,0.66,neutral,0.667,neutral,0.609,neutral,0.531,neutral,0.614,neutral,0.578,neutral,0.654
"All these geriatric MAGA people in the red hinterlands of places like PA are out getting their annual flu shots at the pharmacy bc, SURPRISE, they would rather not die. 

They know vaccination works because they never died of polio, measles, mumps, rubella, or, yes, Covid.",post,hmullphoto.bsky.social,2025-09-05 13:39:00.730000+00:00,https://bsky.app/profile/hmullphoto.bsky.social/post/3ly3ruxw46k2n,at://did:plc:eocwncq4ekgcvasekaxtuwfh/app.bsky.feed.post/3ly3ruxw46k2n,measle,,,8/31/25,neutral,0.605,neutral,0.567,neutral,0.62,neutral,0.55,neutral,0.658,neutral,0.777,neutral,0.612,neutral,0.607,neutral,0.545,neutral,0.482,neutral,0.514,neutral,0.493,neutral,0.5,neutral,0.798,neutral,0.834,neutral,0.833,neutral,0.718,neutral,0.663,neutral,0.852,neutral,0.688,neutral,0.526,neutral,0.771,neutral,0.793,neutral,0.776,neutral,0.738,neutral,0.558,neutral,0.729,neutral,0.795,neutral,0.771
"What does he call Polio.
What does he call infecting my Grandchildren with Measles or Mumps or Rubella.
What does he call COVID

I call it Murder,",post,johnd26.bsky.social,2025-09-05 12:34:36.402000+00:00,https://bsky.app/profile/johnd26.bsky.social/post/3ly3obsm5fc2q,at://did:plc:aebsdt23s3ki4vsxt5jveht4/app.bsky.feed.post/3ly3obsm5fc2q,measle,,,8/31/25,neutral,0.656,neutral,0.592,neutral,0.627,neutral,0.558,neutral,0.64,neutral,0.776,neutral,0.544,neutral,0.585,neutral,0.534,neutral,0.509,neutral,0.528,neutral,0.516,neutral,0.587,neutral,0.684,neutral,0.794,neutral,0.802,neutral,0.791,neutral,0.591,neutral,0.825,neutral,0.51,neutral,0.493,neutral,0.766,neutral,0.673,neutral,0.637,neutral,0.523,neutral,0.542,neutral,0.738,neutral,0.687,neutral,0.668
"Probably the measles, or polio or whooping cough or mumps or rubella or COVID or any of the dozens of diseases they got from being unvaccinated.",post,warrior-nuns.bsky.social,2025-09-05 12:07:55.466000+00:00,https://bsky.app/profile/warrior-nuns.bsky.social/post/3ly3ms3tick23,at://did:plc:taks3zrsv2voclt6oj2o2cip/app.bsky.feed.post/3ly3ms3tick23,measle,,,8/31/25,neutral,0.478,neutral,0.474,neutral,0.507,negative,0.545,neutral,0.478,neutral,0.623,negative,0.488,negative,0.478,negative,0.566,negative,0.611,negative,0.573,negative,0.594,negative,0.476,neutral,0.596,neutral,0.607,neutral,0.571,neutral,0.483,negative,0.538,neutral,0.718,neutral,0.494,negative,0.517,neutral,0.587,neutral,0.609,neutral,0.668,neutral,0.515,negative,0.498,neutral,0.545,neutral,0.523,neutral,0.608
"Old people already had measles, mumps and rubella, chickenpox, the small pox vaccine, polio vaccine, tetanus, diphtheria and pertussis, and depending on political affiliations, their covid and flu shots, rethink that",post,haterofhate.bsky.social,2025-09-05 03:08:51.027000+00:00,https://bsky.app/profile/haterofhate.bsky.social/post/3ly2oo5rj4k2z,at://did:plc:pz4fy47xheb5okh7ot3zgwrv/app.bsky.feed.post/3ly2oo5rj4k2z,measle,,,8/31/25,neutral,0.462,neutral,0.485,neutral,0.504,neutral,0.434,neutral,0.472,neutral,0.676,neutral,0.486,neutral,0.499,negative,0.463,negative,0.528,negative,0.494,negative,0.505,neutral,0.484,neutral,0.686,neutral,0.646,neutral,0.673,neutral,0.584,neutral,0.494,neutral,0.736,neutral,0.529,neutral,0.481,neutral,0.639,neutral,0.647,neutral,0.647,neutral,0.59,negative,0.466,neutral,0.611,neutral,0.635,neutral,0.616
"Florida will become the (preventable) virus breeding ground.
Measles, mumps, German measles,polio,meningitis, hepatitis,pneumonia,flu, bird flu, and of course, covid.
Plan on visiting this winter?
Even the best immune system will not win against this viral pollution.",post,janndc.bsky.social,2025-09-05 02:11:33.350000+00:00,https://bsky.app/profile/janndc.bsky.social/post/3ly2lhpdxnk2s,at://did:plc:7njnq3sgcq3uz5nbtrbeyzcb/app.bsky.feed.post/3ly2lhpdxnk2s,measle,,,8/31/25,neutral,0.493,negative,0.446,negative,0.446,negative,0.496,negative,0.413,neutral,0.512,negative,0.518,negative,0.515,negative,0.521,negative,0.577,negative,0.5,negative,0.557,negative,0.446,neutral,0.476,neutral,0.497,neutral,0.638,neutral,0.544,negative,0.44,neutral,0.579,negative,0.545,negative,0.524,neutral,0.493,neutral,0.528,neutral,0.47,negative,0.506,negative,0.513,neutral,0.431,neutral,0.446,neutral,0.453
"Don’t forget we will also (probably within the next 2 years) be a country with a measles, mumps, rubella, covid, RSV and polio epidemic. Oh, and a collapsing healthcare system.",post,notafanoftrump.bsky.social,2025-09-05 01:24:47.487000+00:00,https://bsky.app/profile/notafanoftrump.bsky.social/post/3ly2iu3ht2s2u,at://did:plc:3mf5tprwe2h3mwbr2k72zh5b/app.bsky.feed.post/3ly2iu3ht2s2u,measle,,,8/31/25,neutral,0.502,negative,0.547,negative,0.541,negative,0.544,negative,0.489,neutral,0.552,negative,0.559,negative,0.575,negative,0.566,negative,0.643,negative,0.62,negative,0.626,negative,0.593,negative,0.549,neutral,0.541,neutral,0.657,neutral,0.579,negative,0.501,neutral,0.67,negative,0.619,negative,0.632,neutral,0.506,neutral,0.479,negative,0.491,negative,0.74,negative,0.603,neutral,0.472,negative,0.475,negative,0.475
"Gen Washington immunized his troops against Smallpox! 
I had the mumps, (hurt like hell) measles, and chicken pox. I was born 1958. My own children have had chicken pox, but that’s it. Grands have only had light case of Covid and that was with the vax. We don’t know how good we have it.",post,mimilove58.bsky.social,2025-09-05 00:48:39.343000+00:00,https://bsky.app/profile/mimilove58.bsky.social/post/3ly2gthrbxk22,at://did:plc:v2k7pzexqrcjcbhvflerebht/app.bsky.feed.post/3ly2gthrbxk22,measle,,,8/31/25,negative,0.394,negative,0.452,negative,0.43,negative,0.458,negative,0.421,neutral,0.477,negative,0.487,negative,0.485,negative,0.502,negative,0.55,negative,0.525,negative,0.546,negative,0.409,negative,0.461,neutral,0.526,neutral,0.525,neutral,0.349,negative,0.504,neutral,0.552,negative,0.502,negative,0.519,neutral,0.468,neutral,0.495,neutral,0.508,negative,0.456,negative,0.533,negative,0.45,neutral,0.455,neutral,0.427
"Guess what Florida will make great again?

Measles, mumps, rubella, tetanus, diphtheria, pertussis, polio, Haemophilus influenzae type b, Respiratory syncytial virus, influenza, Covid-19, hepatitis A & B, varicella, Human papillomavirus, Meningococcal meningitis & rotavirus",post,madhupai.bsky.social,2025-09-05 00:23:01.283000+00:00,https://bsky.app/profile/madhupai.bsky.social/post/3ly2ffmxh7s2b,at://did:plc:pbaaelwaezgvqyvg3er45cfu/app.bsky.feed.post/3ly2ffmxh7s2b,measle,,,8/31/25,neutral,0.544,neutral,0.495,neutral,0.492,neutral,0.465,neutral,0.504,neutral,0.627,neutral,0.479,neutral,0.483,neutral,0.431,negative,0.442,neutral,0.412,neutral,0.4,neutral,0.43,neutral,0.585,neutral,0.588,neutral,0.65,neutral,0.515,neutral,0.541,neutral,0.715,neutral,0.49,neutral,0.543,neutral,0.655,neutral,0.627,neutral,0.65,neutral,0.541,neutral,0.472,neutral,0.593,neutral,0.584,neutral,0.532
"And too many old retirees who will be  wiped out by any one of these or a mix :
RSV,Covid, Bird flu, Seasonal flu ,Pneumococcal pneumonia  vaccine ,complications from shingles, cardiomyopathy from a host of viruses like preventable  measles, mumps, etc etc
Unconscionable 
Disney World=Disease World",post,cooper67.bsky.social,2025-09-04 23:14:06.269000+00:00,https://bsky.app/profile/cooper67.bsky.social/post/3ly2bkfitmc2n,at://did:plc:ts5s4lf6aw3edqgoy375hxzh/app.bsky.feed.post/3ly2bkfitmc2n,measle,,,8/31/25,neutral,0.465,neutral,0.476,neutral,0.484,neutral,0.432,neutral,0.475,neutral,0.61,neutral,0.486,neutral,0.483,neutral,0.414,negative,0.41,neutral,0.463,neutral,0.43,neutral,0.494,neutral,0.589,neutral,0.656,neutral,0.705,neutral,0.672,neutral,0.51,neutral,0.693,neutral,0.532,neutral,0.494,neutral,0.597,neutral,0.64,neutral,0.625,neutral,0.579,neutral,0.479,neutral,0.525,neutral,0.591,neutral,0.573
"I’m old enough to have had the measles 3 times and the mumps, with mumps being exceptionally memorable.  Let’s throw in tb, polio,diphtheria, whooping cough, rsv, flu and Covid. The 30 kids that survive  will be making America healthy again? WTF RFK",post,jackalope00.bsky.social,2025-09-04 23:10:19.626000+00:00,https://bsky.app/profile/jackalope00.bsky.social/post/3ly2bdne7lc2x,at://did:plc:uun5dgua2ypgpxmdhvdanbkg/app.bsky.feed.post/3ly2bdne7lc2x,measle,,,8/31/25,neutral,0.596,neutral,0.465,neutral,0.456,neutral,0.424,neutral,0.497,neutral,0.633,neutral,0.493,neutral,0.465,neutral,0.393,positive,0.358,neutral,0.432,neutral,0.399,neutral,0.493,neutral,0.527,neutral,0.7,neutral,0.683,neutral,0.589,neutral,0.52,neutral,0.758,neutral,0.503,neutral,0.503,neutral,0.646,neutral,0.632,neutral,0.631,neutral,0.646,neutral,0.442,neutral,0.583,neutral,0.6,neutral,0.547
"Also, what's going to keep those countries safe when Floridians travel abroad (& residents of states that follow suit)? It may become hard for all Americans to travel abroad, risking the spread of measles, mumps, rubella, covid... Every action of these people risks isolating Americans even further.",post,pishablunk79.bsky.social,2025-09-04 20:52:59.388000+00:00,https://bsky.app/profile/pishablunk79.bsky.social/post/3lxzzo2u45s2z,at://did:plc:6awqgqyotzuesug5fed5jwzk/app.bsky.feed.post/3lxzzo2u45s2z,measle,,,8/31/25,neutral,0.678,neutral,0.646,neutral,0.673,neutral,0.551,neutral,0.657,neutral,0.802,neutral,0.491,neutral,0.499,neutral,0.451,neutral,0.437,neutral,0.447,neutral,0.455,neutral,0.651,neutral,0.713,neutral,0.652,neutral,0.764,neutral,0.688,neutral,0.651,neutral,0.865,neutral,0.556,neutral,0.717,neutral,0.762,neutral,0.792,neutral,0.804,neutral,0.576,neutral,0.548,neutral,0.671,neutral,0.762,neutral,0.771
"ACIP's next meeting is set to take place Sept. 18-19, and the posted agenda states that ""recommendation votes may be scheduled"" for immunizations against hepatitis B, COVID, and respiratory syncytial virus, as well as the measles, mumps, rubella, and varicella shot.",post,medpagetoday.com,2025-09-04 20:19:57.805000+00:00,https://bsky.app/profile/medpagetoday.com/post/3lxzxt2jwhk2a,at://did:plc:ayttzsapq4yt77n54alwdfpq/app.bsky.feed.post/3lxzxt2jwhk2a,measle,,,8/31/25,neutral,0.786,neutral,0.687,neutral,0.68,neutral,0.637,neutral,0.72,neutral,0.835,neutral,0.664,neutral,0.669,neutral,0.63,neutral,0.602,neutral,0.649,neutral,0.655,neutral,0.687,neutral,0.825,neutral,0.769,neutral,0.855,neutral,0.776,neutral,0.736,neutral,0.913,neutral,0.887,neutral,0.89,neutral,0.883,neutral,0.868,neutral,0.875,neutral,0.836,neutral,0.751,neutral,0.811,neutral,0.786,neutral,0.875
"Seriously every day it becomes a more dangerous place to live or visit. Tourists beware, no vaccines will mean more disease that have basically been eradicated. Polio, measles, mumps, chicken pox and flu, covid and TB will spread more widely. The ones in ""charge"" are killing Americans.",post,mbzeats.bsky.social,2025-09-04 20:00:53.880000+00:00,https://bsky.app/profile/mbzeats.bsky.social/post/3lxzwqw56as25,at://did:plc:jlim47nvjsevtz2npmig3zcn/app.bsky.feed.post/3lxzwqw56as25,measle,,,8/31/25,neutral,0.526,negative,0.537,negative,0.497,negative,0.558,neutral,0.541,neutral,0.635,negative,0.546,negative,0.555,negative,0.543,negative,0.604,negative,0.548,negative,0.574,negative,0.465,negative,0.5,neutral,0.579,neutral,0.667,neutral,0.63,neutral,0.535,neutral,0.738,negative,0.504,negative,0.559,neutral,0.586,neutral,0.582,neutral,0.549,negative,0.486,negative,0.558,neutral,0.601,neutral,0.587,neutral,0.569
"""People are moving to Florida because they can't wait to bathe in a miasma of COVID-19, diphtheria, hepatitis, influenza, measles, HPV, RSV, mumps, rubella, whooping cough, strep, polio, shingles, lockjaw, and chicken pox.""

Big opportunity in Florida funeral homes!

www.joemygod.com/2025/09/sen-...",post,elfsternberg.bsky.social,2025-09-04 19:14:50.244000+00:00,https://bsky.app/profile/elfsternberg.bsky.social/post/3lxzu6kjqwc2w,at://did:plc:mvzxcopxl7477vdjw6fqutgh/app.bsky.feed.post/3lxzu6kjqwc2w,measle,,,8/31/25,neutral,0.663,neutral,0.541,neutral,0.54,neutral,0.53,neutral,0.559,neutral,0.664,neutral,0.499,neutral,0.502,neutral,0.493,neutral,0.44,neutral,0.456,neutral,0.435,neutral,0.561,neutral,0.573,neutral,0.613,neutral,0.7,neutral,0.686,neutral,0.546,neutral,0.75,neutral,0.571,neutral,0.56,neutral,0.672,neutral,0.72,neutral,0.659,neutral,0.638,neutral,0.488,neutral,0.626,neutral,0.607,neutral,0.652
"You won't want to go to Disney or Universal and expose your kids to Floridians. Whooping cough, measles, mumps... all will be making major comebacks along with COVID because gullible people will listen to snake oil salesmen. 
#Quarantine 
#Floriduh 
#Floritine",post,nosacredcowfla.bsky.social,2025-09-04 18:48:56.855000+00:00,https://bsky.app/profile/nosacredcowfla.bsky.social/post/3lxzsqb42is27,at://did:plc:cxhrh5kqyuzdq33qg6t3xe43/app.bsky.feed.post/3lxzsqb42is27,measle,,,8/31/25,neutral,0.663,neutral,0.595,neutral,0.601,neutral,0.546,neutral,0.621,neutral,0.742,neutral,0.544,neutral,0.556,neutral,0.488,neutral,0.453,neutral,0.53,neutral,0.479,neutral,0.602,neutral,0.594,neutral,0.593,neutral,0.689,neutral,0.674,neutral,0.63,neutral,0.811,neutral,0.594,neutral,0.549,neutral,0.664,neutral,0.755,neutral,0.674,neutral,0.642,neutral,0.53,neutral,0.7,neutral,0.714,neutral,0.681
"I, for one, am glad to have never contracted measles mumps or rubella. I'm also ecstatic that I haven't gotten covid either.  My friends are still suffering from complications from 2021",post,squeakins85.bsky.social,2025-09-04 18:29:10.691000+00:00,https://bsky.app/profile/squeakins85.bsky.social/post/3lxzrmvv6ak2m,at://did:plc:ol465uh7pgjsso62fgltr3py/app.bsky.feed.post/3lxzrmvv6ak2m,measle,,,8/31/25,neutral,0.519,neutral,0.406,neutral,0.426,negative,0.396,neutral,0.377,neutral,0.508,negative,0.45,negative,0.434,negative,0.464,negative,0.511,negative,0.517,negative,0.519,positive,0.414,neutral,0.653,neutral,0.661,neutral,0.644,neutral,0.462,negative,0.481,neutral,0.579,negative,0.494,negative,0.468,neutral,0.565,neutral,0.603,neutral,0.573,neutral,0.467,negative,0.459,negative,0.387,neutral,0.56,neutral,0.437
"I get a covid shot each year. I am 73. I was a kid who had measles, mumps, rubella and chicken pox. I was lucky to get in on the polio vaccine when it came out. I knew a person with polio who was my age. My body and my choice. If you do not want a vaccine ..your choice.  Do not control my choice.",post,owlwhoot.bsky.social,2025-09-04 18:19:42.204000+00:00,https://bsky.app/profile/owlwhoot.bsky.social/post/3lxzr3xqe522e,at://did:plc:kngjnev437b6e6yioajupux6/app.bsky.feed.post/3lxzr3xqe522e,measle,,,8/31/25,neutral,0.573,neutral,0.564,neutral,0.584,neutral,0.559,neutral,0.632,neutral,0.728,neutral,0.585,neutral,0.567,neutral,0.543,neutral,0.492,neutral,0.509,neutral,0.485,neutral,0.56,neutral,0.613,neutral,0.722,neutral,0.757,neutral,0.725,neutral,0.579,neutral,0.797,neutral,0.589,neutral,0.567,neutral,0.757,neutral,0.738,neutral,0.678,neutral,0.561,neutral,0.548,neutral,0.712,neutral,0.687,neutral,0.693
"Eugenics is the point with 🇺🇸GOP, 🇨🇦CPC, UPC & Sask party.

Their cult says they are covered in Jesus blood, don’t need vaccines.

God given right to infect & kill others.

Guardians of Pedophiles & United Parties of Cruelty make polio, measles, monkey pox, AIDS, Covid, HPV, mumps Great Again.",post,sharonrmecfs.bsky.social,2025-09-04 18:18:03.579000+00:00,https://bsky.app/profile/sharonrmecfs.bsky.social/post/3lxzqyzojok2k,at://did:plc:wq6l5odwz5g3z7wnepfzxypn/app.bsky.feed.post/3lxzqyzojok2k,measle,,,8/31/25,neutral,0.547,neutral,0.487,neutral,0.496,neutral,0.457,neutral,0.526,neutral,0.617,neutral,0.508,neutral,0.492,neutral,0.442,neutral,0.405,neutral,0.48,neutral,0.406,neutral,0.49,neutral,0.677,neutral,0.746,neutral,0.683,neutral,0.648,neutral,0.583,neutral,0.802,neutral,0.519,neutral,0.458,neutral,0.686,neutral,0.595,neutral,0.529,neutral,0.492,neutral,0.461,neutral,0.606,neutral,0.585,neutral,0.609
"Americans take democracy and good public health for granted.

Without vaccinations, children will become ill and die from diphtheria, tetanus, whooping cough, measles, mumps, rubella, and COVID

Shame on the US. RFK Jr. is a dangerous anti-vaxx conspiracy theorist who has no place at the helm of HHS",post,oracy.bsky.social,2025-09-04 18:13:17.979000+00:00,https://bsky.app/profile/oracy.bsky.social/post/3lxzqqjcpgk2y,at://did:plc:ercyrpy23fbiwxvskur34xgw/app.bsky.feed.post/3lxzqqjcpgk2y,measle,,,8/31/25,neutral,0.635,neutral,0.543,neutral,0.532,neutral,0.513,neutral,0.612,neutral,0.651,neutral,0.46,neutral,0.451,neutral,0.458,negative,0.528,negative,0.498,negative,0.471,neutral,0.536,neutral,0.603,neutral,0.723,neutral,0.798,neutral,0.797,neutral,0.588,neutral,0.792,negative,0.514,negative,0.508,neutral,0.693,neutral,0.635,neutral,0.616,negative,0.504,negative,0.47,neutral,0.655,neutral,0.635,neutral,0.542
"While learning I wouldn't be getting my covid shot, even w written prescription, a lady in line said ""I remember polio.""

I don't remember polio - just heard my mom's stories about closed swimming pools. I DO remember kids with measles, German measles, mumps, and got chicken pox.
A pox on RFK Jr.",post,vikingkim5.bsky.social,2025-09-04 18:10:55.633000+00:00,https://bsky.app/profile/vikingkim5.bsky.social/post/3lxzqmbkno22m,at://did:plc:6vpmqii6ceqjo7iprpapbjtp/app.bsky.feed.post/3lxzqmbkno22m,measle,,,8/31/25,neutral,0.749,neutral,0.646,neutral,0.659,neutral,0.639,neutral,0.677,neutral,0.792,neutral,0.585,neutral,0.6,neutral,0.617,neutral,0.596,neutral,0.591,neutral,0.575,neutral,0.678,neutral,0.629,neutral,0.795,neutral,0.833,neutral,0.791,neutral,0.593,neutral,0.849,neutral,0.637,neutral,0.65,neutral,0.77,neutral,0.794,neutral,0.753,neutral,0.693,neutral,0.61,neutral,0.743,neutral,0.743,neutral,0.732
