Public_health_unit,Antigen,Age,Year,Coverage
Ottawa Public Health,HepB,17,2023-2024,74.5
Ottawa Public Health,MCC,7,2023-2024,74.6
Ottawa Public Health,Rubella,7,2023-2024,77.6
Ottawa Public Health,MCV4,12,2023-2024,82.5
Ottawa Public Health,MCV4,17,2023-2024,88.5
Ottawa Public Health,Polio,17,2023-2024,88.1
Ottawa Public Health,Measles,17,2023-2024,90.3
Ottawa Public Health,Mumps,17,2023-2024,90
Ottawa Public Health,Rubella,17,2023-2024,92.6
Ottawa Public Health,Diphtheria,7,2013-2014,81.5
Ottawa Public Health,Diphtheria,7,2014-2015,83.4
Ottawa Public Health,Diphtheria,7,2015-2016,87.1
Ottawa Public Health,Diphtheria,7,2016-2017,87.3
Ottawa Public Health,Diphtheria,7,2017-2018,87.6
Ottawa Public Health,Diphtheria,7,2018-2019,85.5
Ottawa Public Health,Diphtheria,17,2013-2014,71.3
Ottawa Public Health,Diphtheria,17,2014-2015,58.9
Ottawa Public Health,Diphtheria,17,2015-2016,77.7
Ottawa Public Health,Diphtheria,17,2016-2017,77.5
Ottawa Public Health,Diphtheria,17,2017-2018,77.2
Ottawa Public Health,Diphtheria,17,2018-2019,81.1
Ottawa Public Health,Diphtheria,7,2019-2020,86.5
Ottawa Public Health,Diphtheria,17,2019-2020,84
Ottawa Public Health,Diphtheria,7,2020-2021,66
Ottawa Public Health,Diphtheria,17,2020-2021,80.4
Ottawa Public Health,Diphtheria,7,2021-2022,61.4
Ottawa Public Health,Diphtheria,17,2021-2022,65.9
Ottawa Public Health,Diphtheria,7,2022-2023,79.9
Ottawa Public Health,Diphtheria,17,2022-2023,68.5
Ottawa Public Health,HepB,12,2013-2014,72.7
Ottawa Public Health,HepB,12,2014-2015,70.1
Ottawa Public Health,HepB,12,2015-2016,73.8
Ottawa Public Health,HepB,12,2016-2017,74.3
Ottawa Public Health,HepB,12,2017-2018,73.2
Ottawa Public Health,HepB,12,2018-2019,75
Ottawa Public Health,HepB,17,2018-2019,79.5
Ottawa Public Health,HepB,12,2019-2020,55.1
Ottawa Public Health,HepB,17,2019-2020,80.2
Ottawa Public Health,HepB,12,2020-2021,69.3
Ottawa Public Health,HepB,17,2020-2021,79.9
Ottawa Public Health,HepB,12,2021-2022,78.9
Ottawa Public Health,HepB,17,2021-2022,76.1
Ottawa Public Health,HepB,12,2022-2023,72.8
Ottawa Public Health,HepB,17,2022-2023,77.5
Ottawa Public Health,Hib,7,2013-2014,86.9
Ottawa Public Health,Hib,7,2014-2015,84.7
Ottawa Public Health,Hib,7,2015-2016,83.2
Ottawa Public Health,Hib,7,2016-2017,84.3
Ottawa Public Health,Hib,7,2017-2018,84.8
Ottawa Public Health,Hib,7,2018-2019,86.3
Ottawa Public Health,Hib,7,2019-2020,88.5
Ottawa Public Health,Hib,7,2020-2021,87.1
Ottawa Public Health,Hib,7,2021-2022,84.8
Ottawa Public Health,Hib,7,2022-2023,83.9
Ottawa Public Health,HPV,12,2013-2014,57.5
Ottawa Public Health,HPV,12,2014-2015,60.1
Ottawa Public Health,HPV,12,2015-2016,64.7
Ottawa Public Health,HPV,12,2016-2017,59.9
Ottawa Public Health,HPV,12,2017-2018,62.7
Ottawa Public Health,HPV,12,2018-2019,66.7
Ottawa Public Health,HPV,17,2018-2019,67
Ottawa Public Health,HPV,12,2019-2020,41.9
Ottawa Public Health,HPV,17,2019-2020,66.4
Ottawa Public Health,HPV,12,2020-2021,60.6
Ottawa Public Health,HPV,17,2020-2021,67
Ottawa Public Health,HPV,12,2021-2022,72
Ottawa Public Health,HPV,17,2021-2022,63.5
Ottawa Public Health,HPV,12,2022-2023,64.3
Ottawa Public Health,HPV,17,2022-2023,68.1
Ottawa Public Health,MCC,7,2013-2014,82.1
Ottawa Public Health,MCC,7,2014-2015,85
Ottawa Public Health,MCC,7,2015-2016,88.5
Ottawa Public Health,MCC,7,2016-2017,96.9
Ottawa Public Health,MCC,7,2017-2018,97.4
Ottawa Public Health,MCC,7,2018-2019,97.5
Ottawa Public Health,MCC,7,2019-2020,97.3
Ottawa Public Health,MCC,7,2020-2021,95.5
Ottawa Public Health,MCC,7,2021-2022,91.9
Ottawa Public Health,MCC,7,2022-2023,91.2
Ottawa Public Health,MCV4,12,2013-2014,77.2
Ottawa Public Health,MCV4,12,2014-2015,82
Ottawa Public Health,MCV4,12,2015-2016,79.6
Ottawa Public Health,MCV4,12,2016-2017,86
Ottawa Public Health,MCV4,12,2017-2018,86.4
Ottawa Public Health,MCV4,12,2018-2019,88
Ottawa Public Health,MCV4,17,2018-2019,96.2
Ottawa Public Health,MCV4,12,2019-2020,90.5
Ottawa Public Health,MCV4,17,2019-2020,96.3
Ottawa Public Health,MCV4,12,2020-2021,82.3
Ottawa Public Health,MCV4,17,2020-2021,95.9
Ottawa Public Health,MCV4,12,2021-2022,88.6
Ottawa Public Health,MCV4,17,2021-2022,93.4
Ottawa Public Health,MCV4,12,2022-2023,85.9
Ottawa Public Health,MCV4,17,2022-2023,91.8
Ottawa Public Health,Measles,7,2013-2014,92.1
Ottawa Public Health,Measles,7,2014-2015,91.9
Ottawa Public Health,Measles,7,2015-2016,93.6
Ottawa Public Health,Measles,7,2016-2017,94.5
Ottawa Public Health,Measles,7,2017-2018,89.3
Ottawa Public Health,Measles,7,2018-2019,86.7
Ottawa Public Health,Measles,17,2013-2014,97.7
Ottawa Public Health,Measles,17,2014-2015,95.4
Ottawa Public Health,Measles,17,2015-2016,96.2
Ottawa Public Health,Measles,17,2016-2017,97.2
Ottawa Public Health,Measles,17,2017-2018,97.3
Ottawa Public Health,Measles,17,2018-2019,97.3
Ottawa Public Health,Measles,7,2019-2020,87.3
Ottawa Public Health,Measles,17,2019-2020,96.7
Ottawa Public Health,Measles,7,2020-2021,66.7
Ottawa Public Health,Measles,17,2020-2021,96.3
Ottawa Public Health,Measles,7,2021-2022,61.9
Ottawa Public Health,Measles,17,2021-2022,94.8
Ottawa Public Health,Measles,7,2022-2023,81
Ottawa Public Health,Measles,17,2022-2023,93
Ottawa Public Health,Mumps,7,2013-2014,91.8
Ottawa Public Health,Mumps,7,2014-2015,91.6
Ottawa Public Health,Mumps,7,2015-2016,93.5
Ottawa Public Health,Mumps,7,2016-2017,94.4
Ottawa Public Health,Mumps,7,2017-2018,89.2
Ottawa Public Health,Mumps,7,2018-2019,86.6
Ottawa Public Health,Mumps,17,2013-2014,95.8
Ottawa Public Health,Mumps,17,2014-2015,93.8
Ottawa Public Health,Mumps,17,2015-2016,95.9
Ottawa Public Health,Mumps,17,2016-2017,97
Ottawa Public Health,Mumps,17,2017-2018,97
Ottawa Public Health,Mumps,17,2018-2019,97.2
Ottawa Public Health,Mumps,7,2019-2020,87.2
Ottawa Public Health,Mumps,17,2019-2020,96.5
Ottawa Public Health,Mumps,7,2020-2021,66.4
Ottawa Public Health,Mumps,17,2020-2021,96.2
Ottawa Public Health,Mumps,7,2021-2022,61.7
Ottawa Public Health,Mumps,17,2021-2022,94.6
Ottawa Public Health,Mumps,7,2022-2023,80.6
Ottawa Public Health,Mumps,17,2022-2023,92.7
Ottawa Public Health,Pertussis,7,2013-2014,81.2
Ottawa Public Health,Pertussis,7,2014-2015,83.2
Ottawa Public Health,Pertussis,7,2015-2016,87.1
Ottawa Public Health,Pertussis,7,2016-2017,87.3
Ottawa Public Health,Pertussis,7,2017-2018,87.5
Ottawa Public Health,Pertussis,7,2018-2019,85.4
Ottawa Public Health,Pertussis,17,2013-2014,57
Ottawa Public Health,Pertussis,17,2014-2015,50.4
Ottawa Public Health,Pertussis,17,2015-2016,70.3
Ottawa Public Health,Pertussis,17,2016-2017,71.8
Ottawa Public Health,Pertussis,17,2017-2018,71
Ottawa Public Health,Pertussis,17,2018-2019,81.5
Ottawa Public Health,Pertussis,7,2019-2020,86.4
Ottawa Public Health,Pertussis,17,2019-2020,84.5
Ottawa Public Health,Pertussis,7,2020-2021,65.9
Ottawa Public Health,Pertussis,17,2020-2021,81.1
Ottawa Public Health,Pertussis,7,2021-2022,61.4
Ottawa Public Health,Pertussis,17,2021-2022,66.3
Ottawa Public Health,Pertussis,7,2022-2023,79.9
Ottawa Public Health,Pertussis,17,2022-2023,68.6
Ottawa Public Health,Pneumo,7,2013-2014,79.6
Ottawa Public Health,Pneumo,7,2014-2015,79.7
Ottawa Public Health,Pneumo,7,2015-2016,81.1
Ottawa Public Health,Pneumo,7,2016-2017,83.7
Ottawa Public Health,Pneumo,7,2017-2018,76.2
Ottawa Public Health,Pneumo,7,2018-2019,80.4
Ottawa Public Health,Pneumo,7,2019-2020,83.9
Ottawa Public Health,Pneumo,7,2020-2021,83.4
Ottawa Public Health,Pneumo,7,2021-2022,82
Ottawa Public Health,Pneumo,7,2022-2023,82.5
Ottawa Public Health,Polio,7,2013-2014,81.8
Ottawa Public Health,Polio,7,2014-2015,83.7
Ottawa Public Health,Polio,7,2015-2016,87.6
Ottawa Public Health,Polio,7,2016-2017,87.8
Ottawa Public Health,Polio,7,2017-2018,88.2
Ottawa Public Health,Polio,7,2018-2019,85.9
Ottawa Public Health,Polio,17,2013-2014,93.8
Ottawa Public Health,Polio,17,2014-2015,91.9
Ottawa Public Health,Polio,17,2015-2016,94.3
Ottawa Public Health,Polio,17,2016-2017,94.8
Ottawa Public Health,Polio,17,2017-2018,94.9
Ottawa Public Health,Polio,17,2018-2019,95
Ottawa Public Health,Polio,7,2019-2020,86.8
Ottawa Public Health,Polio,17,2019-2020,94.1
Ottawa Public Health,Polio,7,2020-2021,65.9
Ottawa Public Health,Polio,17,2020-2021,94
Ottawa Public Health,Polio,7,2021-2022,61.9
Ottawa Public Health,Polio,17,2021-2022,92.1
Ottawa Public Health,Polio,7,2022-2023,80.4
Ottawa Public Health,Polio,17,2022-2023,90.7
Ottawa Public Health,Rota,7,2019-2020,72.7
Ottawa Public Health,Rota,7,2020-2021,74.2
Ottawa Public Health,Rota,7,2021-2022,73.6
Ottawa Public Health,Rota,7,2022-2023,73.3
Ottawa Public Health,Rubella,7,2013-2014,98.5
Ottawa Public Health,Rubella,7,2014-2015,97.8
Ottawa Public Health,Rubella,7,2015-2016,97.3
Ottawa Public Health,Rubella,7,2016-2017,98.4
Ottawa Public Health,Rubella,7,2017-2018,98.5
Ottawa Public Health,Rubella,7,2018-2019,98.7
Ottawa Public Health,Rubella,17,2013-2014,99
Ottawa Public Health,Rubella,17,2014-2015,97.2
Ottawa Public Health,Rubella,17,2015-2016,98.1
Ottawa Public Health,Rubella,17,2016-2017,98.5
Ottawa Public Health,Rubella,17,2017-2018,98.6
Ottawa Public Health,Rubella,17,2018-2019,98.5
Ottawa Public Health,Rubella,7,2019-2020,98.3
Ottawa Public Health,Rubella,17,2019-2020,98.3
Ottawa Public Health,Rubella,7,2020-2021,96.8
Ottawa Public Health,Rubella,17,2020-2021,97.9
Ottawa Public Health,Rubella,7,2021-2022,93.7
Ottawa Public Health,Rubella,17,2021-2022,96.5
Ottawa Public Health,Rubella,7,2022-2023,93.2
Ottawa Public Health,Rubella,17,2022-2023,95
Ottawa Public Health,Tetanus,7,2013-2014,81.5
Ottawa Public Health,Tetanus,7,2014-2015,83.4
Ottawa Public Health,Tetanus,7,2015-2016,87.1
Ottawa Public Health,Tetanus,7,2016-2017,87.3
Ottawa Public Health,Tetanus,7,2017-2018,87.6
Ottawa Public Health,Tetanus,7,2018-2019,85.5
Ottawa Public Health,Tetanus,17,2013-2014,71.3
Ottawa Public Health,Tetanus,17,2014-2015,59
Ottawa Public Health,Tetanus,17,2015-2016,77.8
Ottawa Public Health,Tetanus,17,2016-2017,77.5
Ottawa Public Health,Tetanus,17,2017-2018,77.2
Ottawa Public Health,Tetanus,17,2018-2019,81.1
Ottawa Public Health,Tetanus,7,2019-2020,86.5
Ottawa Public Health,Tetanus,17,2019-2020,84
Ottawa Public Health,Tetanus,7,2020-2021,66
Ottawa Public Health,Tetanus,17,2020-2021,80.4
Ottawa Public Health,Tetanus,7,2021-2022,61.4
Ottawa Public Health,Tetanus,17,2021-2022,65.9
Ottawa Public Health,Tetanus,7,2022-2023,79.9
Ottawa Public Health,Tetanus,17,2022-2023,68.5
Ottawa Public Health,Varicella,7,2013-2014,32.1
Ottawa Public Health,Varicella,7,2014-2015,45.8
Ottawa Public Health,Varicella,7,2015-2016,54.3
Ottawa Public Health,Varicella,7,2016-2017,57.9
Ottawa Public Health,Varicella,7,2017-2018,85.6
Ottawa Public Health,Varicella,7,2018-2019,83.3
Ottawa Public Health,Varicella,7,2019-2020,85.3
Ottawa Public Health,Varicella,7,2020-2021,61.6
Ottawa Public Health,Varicella,7,2021-2022,58.3
Ottawa Public Health,Varicella,7,2022-2023,78.9
Peel Public Health,Diphtheria,7,2023-2024,35.8
Peel Public Health,Measles,7,2023-2024,35.7
Peel Public Health,Mumps,7,2023-2024,35.1
Peel Public Health,Pertussis,7,2023-2024,35.6
Peel Public Health,Polio,7,2023-2024,35.1
Peel Public Health,Tetanus,7,2023-2024,35.8
Peel Public Health,Varicella,7,2023-2024,32.9
Peel Public Health,Diphtheria,17,2023-2024,34.5
Peel Public Health,HepB,12,2023-2024,52.6
Peel Public Health,HPV,12,2023-2024,35.1
Peel Public Health,Pertussis,17,2023-2024,37.4
Peel Public Health,Tetanus,17,2023-2024,34.6
Peel Public Health,Hib,7,2023-2024,64.9
Peel Public Health,Pneumo,7,2023-2024,62.2
Peel Public Health,Rota,7,2023-2024,64.5
Peel Public Health,HPV,17,2023-2024,67.6
Peel Public Health,MCV4,12,2023-2024,69.1
Peel Public Health,HepB,17,2023-2024,75.1
Peel Public Health,MCC,7,2023-2024,70.4
Peel Public Health,Rubella,7,2023-2024,77.5
Peel Public Health,MCV4,17,2023-2024,86.9
Peel Public Health,Measles,17,2023-2024,89.6
Peel Public Health,Mumps,17,2023-2024,89.4
Peel Public Health,Polio,17,2023-2024,87.8
Peel Public Health,Rubella,17,2023-2024,91.3
Peel Public Health,Diphtheria,7,2013-2014,91
Peel Public Health,Diphtheria,7,2014-2015,90.2
Peel Public Health,Diphtheria,7,2015-2016,84.9
Peel Public Health,Diphtheria,7,2016-2017,82.5
Peel Public Health,Diphtheria,7,2017-2018,83.4
Peel Public Health,Diphtheria,7,2018-2019,87.4
Peel Public Health,Diphtheria,17,2013-2014,75.2
Peel Public Health,Diphtheria,17,2014-2015,76.7
Peel Public Health,Diphtheria,17,2015-2016,78.9
Peel Public Health,Diphtheria,17,2016-2017,79.3
Peel Public Health,Diphtheria,17,2017-2018,79.4
Peel Public Health,Diphtheria,17,2018-2019,85.5
Peel Public Health,Diphtheria,7,2019-2020,79.2
Peel Public Health,Diphtheria,17,2019-2020,81.4
Peel Public Health,Diphtheria,7,2020-2021,44.2
Peel Public Health,Diphtheria,17,2020-2021,75.5
Peel Public Health,Diphtheria,7,2021-2022,62.3
Peel Public Health,Diphtheria,17,2021-2022,59.1
Peel Public Health,Diphtheria,7,2022-2023,61.3
Peel Public Health,Diphtheria,17,2022-2023,51
Peel Public Health,HepB,12,2013-2014,66.9
Peel Public Health,HepB,12,2014-2015,68.3
Peel Public Health,HepB,12,2015-2016,72.6
Peel Public Health,HepB,12,2016-2017,72.2
Peel Public Health,HepB,12,2017-2018,63.2
Peel Public Health,HepB,12,2018-2019,65.2
Peel Public Health,HepB,17,2018-2019,74.2
Peel Public Health,HepB,12,2019-2020,54.9
Peel Public Health,HepB,17,2019-2020,78.7
Peel Public Health,HepB,12,2020-2021,49.9
Peel Public Health,HepB,17,2020-2021,83.6
Peel Public Health,HepB,12,2021-2022,49.4
Peel Public Health,HepB,17,2021-2022,82.7
Peel Public Health,HepB,12,2022-2023,69.8
Peel Public Health,HepB,17,2022-2023,79.2
Peel Public Health,Hib,7,2013-2014,78.3
Peel Public Health,Hib,7,2014-2015,79.6
Peel Public Health,Hib,7,2015-2016,79.4
Peel Public Health,Hib,7,2016-2017,79.2
Peel Public Health,Hib,7,2017-2018,80.5
Peel Public Health,Hib,7,2018-2019,81.2
Peel Public Health,Hib,7,2019-2020,81.5
Peel Public Health,Hib,7,2020-2021,81.5
Peel Public Health,Hib,7,2021-2022,79.9
Peel Public Health,Hib,7,2022-2023,76.8
Peel Public Health,HPV,12,2013-2014,60.8
Peel Public Health,HPV,12,2014-2015,61.8
Peel Public Health,HPV,12,2015-2016,65.6
Peel Public Health,HPV,12,2016-2017,55.2
Peel Public Health,HPV,12,2017-2018,55.3
Peel Public Health,HPV,12,2018-2019,50.4
Peel Public Health,HPV,17,2018-2019,62.1
Peel Public Health,HPV,12,2019-2020,36.3
Peel Public Health,HPV,17,2019-2020,67.8
Peel Public Health,HPV,12,2020-2021,31.7
Peel Public Health,HPV,17,2020-2021,60.9
Peel Public Health,HPV,12,2021-2022,33.1
Peel Public Health,HPV,17,2021-2022,72.1
Peel Public Health,HPV,12,2022-2023,59.4
Peel Public Health,HPV,17,2022-2023,72.7
Peel Public Health,MCC,7,2013-2014,80.7
Peel Public Health,MCC,7,2014-2015,93.4
Peel Public Health,MCC,7,2015-2016,95.3
Peel Public Health,MCC,7,2016-2017,96
Peel Public Health,MCC,7,2017-2018,97.4
Peel Public Health,MCC,7,2018-2019,97.5
Peel Public Health,MCC,7,2019-2020,96.1
Peel Public Health,MCC,7,2020-2021,93.9
Peel Public Health,MCC,7,2021-2022,89.6
Peel Public Health,MCC,7,2022-2023,83.8
Peel Public Health,MCV4,12,2013-2014,70.8
Peel Public Health,MCV4,12,2014-2015,78.2
Peel Public Health,MCV4,12,2015-2016,82.1
Peel Public Health,MCV4,12,2016-2017,85.7
Peel Public Health,MCV4,12,2017-2018,79.6
Peel Public Health,MCV4,12,2018-2019,81.2
Peel Public Health,MCV4,17,2018-2019,95.1
Peel Public Health,MCV4,12,2019-2020,85.6
Peel Public Health,MCV4,17,2019-2020,94.8
Peel Public Health,MCV4,12,2020-2021,68.2
Peel Public Health,MCV4,17,2020-2021,95.1
Peel Public Health,MCV4,12,2021-2022,71.6
Peel Public Health,MCV4,17,2021-2022,93.9
Peel Public Health,MCV4,12,2022-2023,79.9
Peel Public Health,MCV4,17,2022-2023,92.4
Peel Public Health,Measles,7,2013-2014,94.3
Peel Public Health,Measles,7,2014-2015,94.2
Peel Public Health,Measles,7,2015-2016,93.4
Peel Public Health,Measles,7,2016-2017,91.2
Peel Public Health,Measles,7,2017-2018,85.1
Peel Public Health,Measles,7,2018-2019,87.7
Peel Public Health,Measles,17,2013-2014,97.1
Peel Public Health,Measles,17,2014-2015,97.1
Peel Public Health,Measles,17,2015-2016,96.9
Peel Public Health,Measles,17,2016-2017,97.2
Peel Public Health,Measles,17,2017-2018,97.1
Peel Public Health,Measles,17,2018-2019,97.3
Peel Public Health,Measles,7,2019-2020,78.2
Peel Public Health,Measles,17,2019-2020,96.6
Peel Public Health,Measles,7,2020-2021,42.3
Peel Public Health,Measles,17,2020-2021,96.9
Peel Public Health,Measles,7,2021-2022,60.5
Peel Public Health,Measles,17,2021-2022,95
Peel Public Health,Measles,7,2022-2023,61.2
Peel Public Health,Measles,17,2022-2023,92.9
Peel Public Health,Mumps,7,2013-2014,93.8
Peel Public Health,Mumps,7,2014-2015,94
Peel Public Health,Mumps,7,2015-2016,93.2
Peel Public Health,Mumps,7,2016-2017,90.9
Peel Public Health,Mumps,7,2017-2018,84.9
Peel Public Health,Mumps,7,2018-2019,87.5
Peel Public Health,Mumps,17,2013-2014,95.1
Peel Public Health,Mumps,17,2014-2015,96.4
Peel Public Health,Mumps,17,2015-2016,96.4
Peel Public Health,Mumps,17,2016-2017,96.8
Peel Public Health,Mumps,17,2017-2018,96.9
Peel Public Health,Mumps,17,2018-2019,97
Peel Public Health,Mumps,7,2019-2020,77.8
Peel Public Health,Mumps,17,2019-2020,96.3
Peel Public Health,Mumps,7,2020-2021,41.5
Peel Public Health,Mumps,17,2020-2021,96.7
Peel Public Health,Mumps,7,2021-2022,59.7
Peel Public Health,Mumps,17,2021-2022,94.8
Peel Public Health,Mumps,7,2022-2023,60.6
Peel Public Health,Mumps,17,2022-2023,92.8
Peel Public Health,Pertussis,7,2013-2014,87.2
Peel Public Health,Pertussis,7,2014-2015,89.4
Peel Public Health,Pertussis,7,2015-2016,84.4
Peel Public Health,Pertussis,7,2016-2017,82.2
Peel Public Health,Pertussis,7,2017-2018,83.2
Peel Public Health,Pertussis,7,2018-2019,87.3
Peel Public Health,Pertussis,17,2013-2014,42.6
Peel Public Health,Pertussis,17,2014-2015,58.3
Peel Public Health,Pertussis,17,2015-2016,66.3
Peel Public Health,Pertussis,17,2016-2017,69.1
Peel Public Health,Pertussis,17,2017-2018,70.9
Peel Public Health,Pertussis,17,2018-2019,87.2
Peel Public Health,Pertussis,7,2019-2020,79
Peel Public Health,Pertussis,17,2019-2020,86
Peel Public Health,Pertussis,7,2020-2021,44.1
Peel Public Health,Pertussis,17,2020-2021,80.7
Peel Public Health,Pertussis,7,2021-2022,62.2
Peel Public Health,Pertussis,17,2021-2022,64.8
Peel Public Health,Pertussis,7,2022-2023,61.2
Peel Public Health,Pertussis,17,2022-2023,54.8
Peel Public Health,Pneumo,7,2013-2014,71.1
Peel Public Health,Pneumo,7,2014-2015,74.7
Peel Public Health,Pneumo,7,2015-2016,75.5
Peel Public Health,Pneumo,7,2016-2017,76.1
Peel Public Health,Pneumo,7,2017-2018,72.7
Peel Public Health,Pneumo,7,2018-2019,72.2
Peel Public Health,Pneumo,7,2019-2020,74.4
Peel Public Health,Pneumo,7,2020-2021,76.2
Peel Public Health,Pneumo,7,2021-2022,74.6
Peel Public Health,Pneumo,7,2022-2023,71.7
Peel Public Health,Polio,7,2013-2014,91.2
Peel Public Health,Polio,7,2014-2015,90.5
Peel Public Health,Polio,7,2015-2016,85
Peel Public Health,Polio,7,2016-2017,82.5
Peel Public Health,Polio,7,2017-2018,83.6
Peel Public Health,Polio,7,2018-2019,87.7
Peel Public Health,Polio,17,2013-2014,95.7
Peel Public Health,Polio,17,2014-2015,95.6
Peel Public Health,Polio,17,2015-2016,95.5
Peel Public Health,Polio,17,2016-2017,95.6
Peel Public Health,Polio,17,2017-2018,95.5
Peel Public Health,Polio,17,2018-2019,95.2
Peel Public Health,Polio,7,2019-2020,79.1
Peel Public Health,Polio,17,2019-2020,94.6
Peel Public Health,Polio,7,2020-2021,43.9
Peel Public Health,Polio,17,2020-2021,94.8
Peel Public Health,Polio,7,2021-2022,62.1
Peel Public Health,Polio,17,2021-2022,93.4
Peel Public Health,Polio,7,2022-2023,61.2
Peel Public Health,Polio,17,2022-2023,91.2
Peel Public Health,Rota,7,2019-2020,67.6
Peel Public Health,Rota,7,2020-2021,74.5
Peel Public Health,Rota,7,2021-2022,74.7
Peel Public Health,Rota,7,2022-2023,73.1
Peel Public Health,Rubella,7,2013-2014,98.9
Peel Public Health,Rubella,7,2014-2015,98.7
Peel Public Health,Rubella,7,2015-2016,98.1
Peel Public Health,Rubella,7,2016-2017,97.7
Peel Public Health,Rubella,7,2017-2018,98.5
Peel Public Health,Rubella,7,2018-2019,98.5
Peel Public Health,Rubella,17,2013-2014,98.9
Peel Public Health,Rubella,17,2014-2015,98.7
Peel Public Health,Rubella,17,2015-2016,98.6
Peel Public Health,Rubella,17,2016-2017,98.7
Peel Public Health,Rubella,17,2017-2018,98.9
Peel Public Health,Rubella,17,2018-2019,98.9
Peel Public Health,Rubella,7,2019-2020,98
Peel Public Health,Rubella,17,2019-2020,98.6
Peel Public Health,Rubella,7,2020-2021,96.9
Peel Public Health,Rubella,17,2020-2021,98.3
Peel Public Health,Rubella,7,2021-2022,94.3
Peel Public Health,Rubella,17,2021-2022,96.6
Peel Public Health,Rubella,7,2022-2023,89.7
Peel Public Health,Rubella,17,2022-2023,94.6
Peel Public Health,Tetanus,7,2013-2014,91
Peel Public Health,Tetanus,7,2014-2015,90.2
Peel Public Health,Tetanus,7,2015-2016,84.8
Peel Public Health,Tetanus,7,2016-2017,82.4
Peel Public Health,Tetanus,7,2017-2018,83.3
Peel Public Health,Tetanus,7,2018-2019,87.4
Peel Public Health,Tetanus,17,2013-2014,75.2
Peel Public Health,Tetanus,17,2014-2015,76.8
Peel Public Health,Tetanus,17,2015-2016,78.9
Peel Public Health,Tetanus,17,2016-2017,79.3
Peel Public Health,Tetanus,17,2017-2018,79.4
Peel Public Health,Tetanus,17,2018-2019,85.6
Peel Public Health,Tetanus,7,2019-2020,79.2
Peel Public Health,Tetanus,17,2019-2020,81.4
Peel Public Health,Tetanus,7,2020-2021,44.2
Peel Public Health,Tetanus,17,2020-2021,75.6
Peel Public Health,Tetanus,7,2021-2022,62.3
Peel Public Health,Tetanus,17,2021-2022,59.1
Peel Public Health,Tetanus,7,2022-2023,61.3
Peel Public Health,Tetanus,17,2022-2023,51
Peel Public Health,Varicella,7,2013-2014,18.9
Peel Public Health,Varicella,7,2014-2015,28.2
Peel Public Health,Varicella,7,2015-2016,33.4
Peel Public Health,Varicella,7,2016-2017,35.9
Peel Public Health,Varicella,7,2017-2018,77.3
Peel Public Health,Varicella,7,2018-2019,84.4
Peel Public Health,Varicella,7,2019-2020,74.3
Peel Public Health,Varicella,7,2020-2021,34.9
Peel Public Health,Varicella,7,2021-2022,55.3
Peel Public Health,Varicella,7,2022-2023,58.3
Peterborough Public Health,Diphtheria,17,2023-2024,44.9
Peterborough Public Health,HPV,12,2023-2024,59.5
Peterborough Public Health,Pertussis,17,2023-2024,44.8
Peterborough Public Health,Tetanus,17,2023-2024,45.1
Peterborough Public Health,HepB,12,2023-2024,63.3
Peterborough Public Health,HepB,17,2023-2024,79.9
Peterborough Public Health,HPV,17,2023-2024,74.7
Peterborough Public Health,MCV4,12,2023-2024,77.4
Peterborough Public Health,Rota,7,2023-2024,82.8
Peterborough Public Health,Diphtheria,7,2023-2024,91.6
Peterborough Public Health,Hib,7,2023-2024,85.9
Peterborough Public Health,Measles,7,2023-2024,92.1
Peterborough Public Health,Mumps,7,2023-2024,92
Peterborough Public Health,Pertussis,7,2023-2024,91.6
Peterborough Public Health,Pneumo,7,2023-2024,85.9
Peterborough Public Health,Polio,7,2023-2024,92.6
Peterborough Public Health,Tetanus,7,2023-2024,91.6
Peterborough Public Health,Varicella,7,2023-2024,91.4
Peterborough Public Health,Measles,17,2023-2024,94.8
Peterborough Public Health,Mumps,17,2023-2024,94.8
Peterborough Public Health,Polio,17,2023-2024,92.6
Peterborough Public Health,MCV4,17,2023-2024,91.8
Peterborough Public Health,MCC,7,2023-2024,95.3
Peterborough Public Health,Rubella,7,2023-2024,96.3
Peterborough Public Health,Rubella,17,2023-2024,96.5
Peterborough Public Health,Diphtheria,7,2013-2014,80.5
Peterborough Public Health,Diphtheria,7,2014-2015,87
Peterborough Public Health,Diphtheria,7,2015-2016,91.8
Peterborough Public Health,Diphtheria,7,2016-2017,87.7
Peterborough Public Health,Diphtheria,7,2017-2018,93
Peterborough Public Health,Diphtheria,7,2018-2019,92.7
Peterborough Public Health,Diphtheria,17,2013-2014,69.1
Peterborough Public Health,Diphtheria,17,2014-2015,59.5
Peterborough Public Health,Diphtheria,17,2015-2016,79.2
Peterborough Public Health,Diphtheria,17,2016-2017,82.1
Peterborough Public Health,Diphtheria,17,2017-2018,82.5
Peterborough Public Health,Diphtheria,17,2018-2019,83.4
Peterborough Public Health,Diphtheria,7,2019-2020,78.8
Peterborough Public Health,Diphtheria,17,2019-2020,79.9
Peterborough Public Health,Diphtheria,7,2020-2021,74.5
Peterborough Public Health,Diphtheria,17,2020-2021,68
Peterborough Public Health,Diphtheria,7,2021-2022,76.9
Peterborough Public Health,Diphtheria,17,2021-2022,51.7
Peterborough Public Health,Diphtheria,7,2022-2023,66.3
Peterborough Public Health,Diphtheria,17,2022-2023,42.3
Peterborough Public Health,HepB,12,2013-2014,58.2
