"Table with row headers in columns A and B and column headers in rows 6 through 10","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Nebraska","Under 19 years","509","3","485","4","95.3","0.7","362","8","71","1.5","317","8","62.3","1.6","49","5","9.5","0.9","14","3","2.7","0.5","146","7","28.7","1.4","144","7","28.3","1.3","22","3","4.4","0.5","3","1","0.5","0.2","Z","Z","0.1","0.1","1","1","0.2","0.1","1","1","0.2","0.1","24","4","4.7","0.7"
"Nebraska","19 - 64 years","1113","4","1002","8","90","0.6","900","9","80.90000000000001","0.7","773","10","69.40000000000001","0.8","151","7","13.5","0.6","29","3","2.6","0.3","144","6","12.9","0.5","109","5","9.800000000000001","0.5","22","2","2","0.2","33","3","3","0.3","9","1","0.8","0.1","17","2","1.6","0.2","22","2","2","0.2","111","6","10","0.6"
"Nebraska","65 years and over","314","2","311","2","99.3","0.3","186","4","59.4","1.2","69","3","22.1","1","126","4","40.2","1.3","19","2","6.2","0.7","300","3","95.7","0.6","31","2","9.9","0.8","15","2","4.7","0.5","300","3","95.59999999999999","0.6","175","4","55.8","1.2","31","2","9.9","0.8","29","2","9.300000000000001","0.6","2","1","0.7","0.3"
"Nevada","All people","3106","2","2744","14","88.40000000000001","0.4","1947","21","62.7","0.7","1595","23","51.3","0.7","367","16","11.8","0.5","110","8","3.5","0.3","1135","22","36.6","0.7","638","22","20.5","0.7","98","8","3.2","0.2","548","6","17.6","0.2","237","6","7.6","0.2","92","5","3","0.2","95","6","3.1","0.2","362","14","11.6","0.4"
"Nevada","Under 65 years","2590","2","2235","14","86.3","0.5","1704","20","65.8","0.8","1471","23","56.8","0.9","248","15","9.6","0.6","69","8","2.7","0.3","646","22","24.9","0.8","575","21","22.2","0.8","76","7","3","0.3","60","5","2.3","0.2","15","2","0.6","0.1","29","3","1.1","0.1","48","5","1.9","0.2","355","14","13.7","0.5"
"Nevada","Under 19 years","732","3","669","8","91.40000000000001","1","426","12","58.2","1.6","365","12","49.9","1.6","59","7","8.1","0.9","22","4","3","0.6","282","13","38.6","1.7","278","12","38","1.7","37","4","5.1","0.6","4","2","0.6","0.2","1","1","0.1","0.1","2","1","0.3","0.1","3","2","0.4","0.2","63","7","8.6","1"
"Nevada","19 - 64 years","1858","4","1566","11","84.3","0.5","1278","13","68.8","0.7","1106","15","59.5","0.8","189","10","10.2","0.6","47","5","2.5","0.3","363","13","19.5","0.7","297","12","16","0.6","39","4","2.1","0.2","56","4","3","0.2","14","2","0.7","0.1","27","3","1.4","0.2","45","4","2.4","0.2","292","10","15.7","0.5"
"Nevada","65 years and over","516","2","509","2","98.7","0.3","243","6","47.1","1.1","123","5","24","1","119","5","23","1","41","3","7.9","0.6","490","3","95","0.6","64","4","12.3","0.8","22","2","4.2","0.5","488","4","94.7","0.6","223","6","43.2","1.1","64","4","12.3","0.8","47","3","9.199999999999999","0.6","6","1","1.3","0.3"
"New Hampshire","All people","1373","1","1302","7","94.90000000000001","0.5","1051","13","76.59999999999999","0.9","879","13","64","0.9","194","9","14.1","0.6","32","4","2.3","0.3","448","11","32.6","0.8","186","10","13.5","0.8","33","4","2.4","0.3","279","5","20.3","0.3","165","5","12","0.3","30","3","2.2","0.2","33","3","2.4","0.2","71","6","5.1","0.5"
"New Hampshire","Under 65 years","1112","2","1043","7","93.8","0.6","883","12","79.40000000000001","1","788","12","70.90000000000001","1","105","7","9.5","0.6","18","4","1.6","0.3","201","10","18.1","0.9","168","10","15.1","0.9","25","4","2.2","0.3","32","4","2.9","0.3","9","2","0.9","0.2","12","2","1.1","0.2","15","2","1.4","0.2","69","6","6.2","0.6"
"New Hampshire","Under 19 years","273","2","263","3","96","0.9","198","6","72.40000000000001","2","182","6","66.59999999999999","2.1","16","3","5.7","1","5","2","1.9","0.6","77","6","28.1","2.1","76","6","27.9","2","12","2","4.4","0.9","1","Z","0.4","0.2","Z","Z","0.1","0.1","Z","Z","0.1","0.1","Z","Z","0.1","0.1","11","2","4","0.9"
"New Hampshire","19 - 64 years","838","3","780","5","93","0.6","685","8","81.7","0.9","606","8","72.3","1","90","6","10.7","0.8","13","3","1.6","0.3","124","7","14.8","0.8","92","6","10.9","0.7","13","2","1.5","0.2","31","4","3.7","0.4","9","2","1.1","0.2","12","2","1.4","0.3","15","2","1.8","0.2","59","5","7","0.6"
"New Hampshire","65 years and over","261","2","260","2","99.5","0.3","168","4","64.40000000000001","1.5","91","5","34.9","1.7","88","4","33.9","1.6","14","2","5.3","0.8","247","3","94.7","0.7","18","2","6.8","0.8","9","1","3.4","0.5","247","3","94.59999999999999","0.8","155","4","59.6","1.6","18","2","6.8","0.8","17","2","6.7","0.8","1","1","0.5","0.3"
"New Jersey","All people","9164","2","8507","20","92.8","0.2","6528","31","71.2","0.3","5607","35","61.2","0.4","1151","25","12.6","0.3","92","8","1","0.1","3039","30","33.2","0.3","1683","31","18.4","0.3","260","13","2.8","0.1","1602","11","17.5","0.1","865","11","9.4","0.1","271","9","3","0.1","87","5","0.9","0.1","657","20","7.2","0.2"
"New Jersey","Under 65 years","7636","3","6995","20","91.59999999999999","0.3","5635","29","73.8","0.4","5026","33","65.8","0.4","730","22","9.6","0.3","55","6","0.7","0.1","1601","30","21","0.4","1488","30","19.5","0.4","192","12","2.5","0.2","165","9","2.2","0.1","46","4","0.6","Z","76","6","1","0.1","33","4","0.4","Z","642","20","8.4","0.3"
"New Jersey","Under 19 years","2129","5","2053","10","96.40000000000001","0.4","1422","17","66.8","0.8","1286","18","60.4","0.8","154","11","7.2","0.5","20","4","0.9","0.2","721","20","33.9","0.9","716","20","33.6","0.9","88","8","4.1","0.4","10","2","0.5","0.1","2","1","0.1","Z","6","2","0.3","0.1","1","1","0.1","Z","76","8","3.6","0.4"
"New Jersey","19 - 64 years","5508","6","4942","16","89.7","0.3","4213","21","76.5","0.4","3739","24","67.90000000000001","0.4","576","16","10.5","0.3","35","4","0.6","0.1","880","19","16","0.3","772","18","14","0.3","104","6","1.9","0.1","155","8","2.8","0.2","44","4","0.8","0.1","70","5","1.3","0.1","32","3","0.6","0.1","566","16","10.3","0.3"
"New Jersey","65 years and over","1527","2","1512","3","99","0.1","893","10","58.5","0.6","582","12","38.1","0.8","420","10","27.5","0.6","37","4","2.4","0.2","1438","6","94.2","0.3","195","7","12.8","0.5","68","4","4.5","0.3","1438","6","94.09999999999999","0.3","818","10","53.6","0.7","195","7","12.8","0.5","53","3","3.5","0.2","15","2","1","0.1"
"New Mexico","All people","2077","2","1870","14","90","0.6","1107","23","53.3","1.1","879","20","42.3","1","236","12","11.3","0.6","88","7","4.3","0.3","1057","22","50.9","1.1","697","22","33.6","1.1","91","8","4.4","0.4","431","6","20.7","0.3","211","7","10.1","0.3","94","6","4.5","0.3","66","5","3.2","0.2","207","13","10","0.6"
"New Mexico","Under 65 years","1690","3","1487","13","88","0.8","902","22","53.4","1.3","760","20","45","1.2","143","11","8.4","0.6","54","6","3.2","0.4","684","21","40.5","1.2","636","21","37.7","1.3","72","8","4.3","0.4","58","5","3.5","0.3","17","3","1","0.2","33","4","1.9","0.2","30","4","1.8","0.2","203","13","12","0.8"
"New Mexico","Under 19 years","503","4","471","7","93.59999999999999","1.2","215","12","42.8","2.4","182","12","36.1","2.3","26","5","5.2","1","20","3","3.9","0.7","288","12","57.3","2.3","286","12","56.8","2.4","32","5","6.3","1","3","1","0.6","0.3","Z","Z","0.1","0.1","1","1","0.2","0.1","1","1","0.2","0.2","32","6","6.4","1.2"
"New Mexico","19 - 64 years","1186","4","1015","11","85.59999999999999","0.8","687","13","57.9","1.1","578","13","48.8","1.1","117","8","9.800000000000001","0.7","34","4","2.9","0.3","396","13","33.4","1.1","350","13","29.6","1.1","40","5","3.4","0.4","55","5","4.7","0.4","17","3","1.4","0.2","31","4","2.6","0.3","29","3","2.5","0.3","171","10","14.4","0.8"
"New Mexico","65 years and over","388","2","384","3","98.90000000000001","0.3","205","6","52.8","1.6","119","6","30.7","1.4","93","5","24","1.4","35","3","8.9","0.8","373","3","96.09999999999999","0.6","61","4","15.8","1.1","19","2","5","0.6","372","3","96","0.6","194","7","49.9","1.6","61","4","15.8","1.1","35","3","9.1","0.8","4","1","1.1","0.3"
"New York","All people","19599","2","18580","22","94.8","0.1","12923","55","65.90000000000001","0.3","10827","60","55.2","0.3","2630","43","13.4","0.2","185","11","0.9","0.1","8207","50","41.9","0.3","5423","51","27.7","0.3","874","25","4.5","0.1","3625","17","18.5","0.1","1884","18","9.6","0.1","911","18","4.7","0.1","248","9","1.3","Z","1019","22","5.2","0.1"
"New York","Under 65 years","16214","5","15223","22","93.90000000000001","0.1","11013","48","67.90000000000001","0.3","9502","56","58.6","0.3","1824","39","11.2","0.2","114","9","0.7","0.1","5002","48","30.8","0.3","4746","48","29.3","0.3","662","23","4.1","0.1","421","15","2.6","0.1","126","8","0.8","Z","235","10","1.4","0.1","98","6","0.6","Z","991","22","6.1","0.1"
"New York","Under 19 years","4357","7","4242","11","97.40000000000001","0.2","2661","27","61.1","0.6","2239","27","51.4","0.6","470","17","10.8","0.4","40","5","0.9","0.1","1886","27","43.3","0.6","1878","26","43.1","0.6","302","14","6.9","0.3","21","4","0.5","0.1","5","2","0.1","Z","14","3","0.3","0.1","2","1","0.1","Z","115","10","2.6","0.2"
"New York","19 - 64 years","11856","8","10981","21","92.59999999999999","0.2","8352","33","70.40000000000001","0.3","7263","40","61.3","0.3","1354","30","11.4","0.3","74","6","0.6","0.1","3115","35","26.3","0.3","2868","35","24.2","0.3","359","14","3","0.1","400","14","3.4","0.1","122","7","1","0.1","221","10","1.9","0.1","96","6","0.8","0.1","875","19","7.4","0.2"
"New York","65 years and over","3385","4","3357","5","99.2","0.1","1910","18","56.4","0.5","1325","17","39.1","0.5","806","15","23.8","0.4","71","5","2.1","0.1","3206","8","94.7","0.2","677","14","20","0.4","212","9","6.3","0.3","3203","8","94.59999999999999","0.2","1758","16","51.9","0.5","677","14","20","0.4","149","6","4.4","0.2","28","3","0.8","0.1"
"North Carolina","All people","10346","5","9268","25","89.59999999999999","0.2","6919","34","66.90000000000001","0.3","5374","39","51.9","0.4","1573","31","15.2","0.3","462","16","4.5","0.2","3700","26","35.8","0.3","1936","24","18.7","0.2","331","12","3.2","0.1","1981","13","19.2","0.1","1044","14","10.1","0.1","343","10","3.3","0.1","285","10","2.8","0.1","1078","25","10.4","0.2"
"North Carolina","Under 65 years","8583","6","7517","24","87.59999999999999","0.3","5904","32","68.8","0.4","4859","38","56.6","0.4","1007","26","11.7","0.3","326","15","3.8","0.2","1990","26","23.2","0.3","1716","23","20","0.3","239","12","2.8","0.1","273","11","3.2","0.1","71","7","0.8","0.1","123","7","1.4","0.1","149","9","1.7","0.1","1066","25","12.4","0.3"
"North Carolina","Under 19 years","2451","7","2317","13","94.5","0.4","1403","20","57.2","0.8","1148","22","46.8","0.9","188","11","7.7","0.4","124","9","5","0.4","1019","17","41.6","0.7","1009","17","41.2","0.7","101","8","4.1","0.3","10","3","0.4","0.1","2","1","0.1","Z","5","2","0.2","0.1","5","2","0.2","0.1","135","10","5.5","0.4"
"North Carolina","19 - 64 years","6131","9","5200","22","84.8","0.3","4501","23","73.40000000000001","0.3","3712","28","60.5","0.4","819","20","13.4","0.3","202","8","3.3","0.1","971","18","15.8","0.3","707","15","11.5","0.2","139","7","2.3","0.1","262","11","4.3","0.2","69","6","1.1","0.1","118","7","1.9","0.1","144","9","2.4","0.1","931","21","15.2","0.3"
"North Carolina","65 years and over","1763","4","1751","5","99.3","0.1","1015","12","57.5","0.7","514","12","29.2","0.7","567","12","32.1","0.7","137","7","7.8","0.4","1710","6","97","0.2","220","7","12.5","0.4","92","5","5.2","0.3","1709","6","96.90000000000001","0.2","973","12","55.2","0.7","220","7","12.5","0.4","136","5","7.7","0.3","12","2","0.7","0.1"
"North Dakota","All people","756","2","697","5","92.09999999999999","0.7","585","8","77.3","1.1","452","11","59.8","1.4","140","8","18.5","1","32","4","4.2","0.6","214","8","28.4","1","91","8","12","1","20","3","2.7","0.5","128","3","16.9","0.4","80","3","10.5","0.4","15","2","2","0.3","23","2","3","0.3","59","5","7.9","0.7"
"North Dakota","Under 65 years","638","2","579","5","90.8","0.8","506","8","79.3","1.2","424","10","66.40000000000001","1.6","84","7","13.2","1.1","25","4","3.8","0.6","100","8","15.7","1.2","81","7","12.8","1.1","16","3","2.5","0.5","14","2","2.2","0.4","5","1","0.7","0.2","5","1","0.8","0.2","11","2","1.8","0.4","59","5","9.199999999999999","0.8"
"North Dakota","Under 19 years","195","2","180","3","92.7","1.4","149","5","76.5","2.3","127","5","65.2","2.7","21","3","10.7","1.6","10","2","5","1.1","42","5","21.3","2.3","40","4","20.8","2.3","10","2","4.9","1.1","1","1","0.7","0.3","Z","Z","0.2","0.3","1","1","0.3","0.3","Z","Z","0.2","0.2","14","3","7.3","1.4"
"North Dakota","19 - 64 years","443","3","399","5","89.90000000000001","0.9","357","5","80.5","1.1","297","7","67","1.6","64","5","14.4","1.1","15","3","3.3","0.6","59","5","13.3","1.1","41","4","9.199999999999999","0.9","6","2","1.4","0.4","13","2","2.8","0.5","4","1","0.9","0.3","5","1","1.1","0.3","11","2","2.5","0.5","45","4","10.1","0.9"
"North Dakota","65 years and over","119","1","118","1","99.5","0.4","79","2","66.5","1.8","29","3","24.2","2.1","55","3","46.5","2.5","7","1","6.2","1.2","114","1","96.09999999999999","1","9","2","8","1.4","4","1","3.7","0.8","114","1","96.09999999999999","1","75","2","63.1","2","9","2","8","1.4","11","1","9.4","0.9","1","Z","0.5","0.4"
"Ohio","All people","11611","3","10854","24","93.5","0.2","7849","40","67.59999999999999","0.3","6687","40","57.6","0.3","1409","24","12.1","0.2","199","11","1.7","0.1","4478","38","38.6","0.3","2498","35","21.5","0.3","365","16","3.1","0.1","2244","11","19.3","0.1","1150","13","9.9","0.1","349","9","3","0.1","253","7","2.2","0.1","758","23","6.5","0.2"
"Ohio","Under 65 years","9570","5","8822","24","92.2","0.2","6693","40","69.90000000000001","0.4","6042","41","63.1","0.4","772","21","8.1","0.2","122","9","1.3","0.1","2519","36","26.3","0.4","2292","35","23.9","0.4","289","15","3","0.2","288","8","3","0.1","68","4","0.7","Z","142","6","1.5","0.1","108","5","1.1","0.1","748","23","7.8","0.2"
"Ohio","Under 19 years","2757","7","2617","11","94.90000000000001","0.3","1722","21","62.5","0.8","1583","21","57.4","0.8","151","9","5.5","0.3","37","5","1.3","0.2","1050","21","38.1","0.8","1045","21","37.9","0.8","153","10","5.6","0.4","17","3","0.6","0.1","3","1","0.1","Z","13","3","0.5","0.1","4","1","0.2","0.1","140","10","5.1","0.3"
"Ohio","19 - 64 years","6813","8","6205","21","91.09999999999999","0.3","4970","28","73","0.4","4459","30","65.40000000000001","0.4","621","16","9.1","0.2","85","6","1.2","0.1","1469","22","21.6","0.3","1247","20","18.3","0.3","136","8","2","0.1","271","7","4","0.1","65","4","1","0.1","129","6","1.9","0.1","103","5","1.5","0.1","608","19","8.9","0.3"
"Ohio","65 years and over","2041","4","2032","4","99.5","0.1","1156","12","56.6","0.6","644","13","31.6","0.6","637","13","31.2","0.6","77","5","3.8","0.2","1959","6","96","0.2","207","6","10.1","0.3","76","5","3.7","0.2","1956","7","95.8","0.3","1082","13","53","0.6","207","6","10.1","0.3","146","6","7.1","0.3","10","2","0.5","0.1"
"Oklahoma","All people","3905","3","3367","13","86.2","0.3","2431","20","62.2","0.5","1912","23","49","0.6","529","13","13.5","0.3","157","9","4","0.2","1458","16","37.3","0.4","788","16","20.2","0.4","133","8","3.4","0.2","726","6","18.6","0.2","388","7","9.9","0.2","106","5","2.7","0.1","123","5","3.2","0.1","538","13","13.8","0.3"
"Oklahoma","Under 65 years","3275","4","2742","12","83.7","0.4","2057","19","62.8","0.6","1735","22","53","0.7","313","12","9.6","0.4","105","8","3.2","0.2","848","16","25.9","0.5","724","15","22.1","0.5","105","8","3.2","0.2","118","5","3.6","0.2","31","3","0.9","0.1","43","3","1.3","0.1","57","4","1.8","0.1","533","12","16.3","0.4"
"Oklahoma","Under 19 years","1011","4","936","6","92.59999999999999","0.5","519","11","51.4","1.1","436","11","43.1","1.1","65","4","6.5","0.4","40","4","4","0.4","480","11","47.4","1.1","474","11","46.8","1.1","61","5","6","0.5","9","2","0.9","0.2","2","1","0.2","0.1","5","1","0.4","0.1","2","1","0.2","0.1","75","5","7.4","0.5"
"Oklahoma","19 - 64 years","2264","5","1806","11","79.8","0.5","1538","13","67.90000000000001","0.5","1299","15","57.4","0.7","248","10","10.9","0.4","65","5","2.9","0.2","368","9","16.3","0.4","250","8","11.1","0.3","45","4","2","0.2","108","5","4.8","0.2","29","3","1.3","0.1","38","3","1.7","0.1","56","4","2.5","0.2","458","10","20.2","0.5"
"Oklahoma","65 years and over","631","2","626","2","99.3","0.1","374","6","59.3","0.9","177","6","28","0.9","216","6","34.2","0.9","52","3","8.199999999999999","0.5","610","3","96.7","0.3","64","3","10.1","0.5","27","2","4.3","0.4","608","3","96.5","0.3","357","6","56.7","1","64","3","10.1","0.5","66","3","10.5","0.5","5","1","0.7","0.1"
"Oregon","All people","4206","1","3951","13","93.90000000000001","0.3","2820","26","67","0.6","2275","25","54.1","0.6","591","15","14.1","0.4","97","6","2.3","0.1","1738","21","41.3","0.5","990","22","23.5","0.5","184","9","4.4","0.2","844","7","20.1","0.2","443","9","10.5","0.2","140","6","3.3","0.1","126","6","3","0.1","255","13","6.1","0.3"
"Oregon","Under 65 years","3426","3","3176","12","92.7","0.4","2379","22","69.40000000000001","0.7","2080","23","60.7","0.7","322","12","9.4","0.3","52","5","1.5","0.1","984","21","28.7","0.6","896","21","26.1","0.6","144","8","4.2","0.2","92","6","2.7","0.2","24","2","0.7","0.1","46","5","1.3","0.1","57","5","1.7","0.1","250","12","7.3","0.4"
"Oregon","Under 19 years","911","4","880","6","96.59999999999999","0.5","567","11","62.2","1.2","510","11","56","1.2","55","4","6","0.5","15","3","1.6","0.3","375","12","41.2","1.3","373","12","40.9","1.3","62","5","6.8","0.6","4","1","0.5","0.1","1","Z","0.1","0.1","2","1","0.2","0.1","1","1","0.1","0.1","31","4","3.4","0.5"
"Oregon","19 - 64 years","2515","4","2296","10","91.3","0.4","1812","16","72","0.6","1570","17","62.4","0.7","267","10","10.6","0.4","37","4","1.5","0.1","608","14","24.2","0.6","523","13","20.8","0.5","82","5","3.2","0.2","88","6","3.5","0.2","23","2","0.9","0.1","43","5","1.7","0.2","56","4","2.2","0.2","219","10","8.699999999999999","0.4"
"Oregon","65 years and over","780","2","775","3","99.40000000000001","0.2","441","9","56.6","1.1","195","7","25","0.9","269","8","34.5","1","45","4","5.7","0.5","754","4","96.7","0.4","94","4","12.1","0.5","40","3","5.1","0.3","752","4","96.40000000000001","0.4","419","9","53.7","1.1","94","4","12.1","0.5","69","4","8.9","0.5","5","2","0.6","0.2"
"Pennsylvania","All people","12767","1","12066","23","94.5","0.2","9149","46","71.7","0.4","7546","50","59.1","0.4","1955","30","15.3","0.2","187","9","1.5","0.1","4880","39","38.2","0.3","2660","40","20.8","0.3","568","20","4.4","0.2","2609","12","20.4","0.1","1499","16","11.7","0.1","462","11","3.6","0.1","241","8","1.9","0.1","702","23","5.5","0.2"
"Pennsylvania","Under 65 years","10377","4","9688","23","93.40000000000001","0.2","7661","43","73.8","0.4","6802","48","65.5","0.5","1074","26","10.4","0.3","105","8","1","0.1","2582","40","24.9","0.4","2363","40","22.8","0.4","441","19","4.2","0.2","312","10","3","0.1","91","5","0.9","Z","164","7","1.6","0.1","92","5","0.9","Z","689","23","6.6","0.2"
"Pennsylvania","Under 19 years","2847","6","2720","11","95.59999999999999","0.3","1861","22","65.40000000000001","0.8","1675","24","58.9","0.8","234","11","8.199999999999999","0.4","29","4","1","0.2","1085","24","38.1","0.8","1080","24","37.9","0.8","224","12","7.9","0.4","16","3","0.6","0.1","4","1","0.1","Z","11","3","0.4","0.1","2","1","0.1","Z","126","10","4.4","0.3"
"Pennsylvania","19 - 64 years","7531","6","6968","19","92.5","0.2","5800","30","77","0.4","5126","33","68.09999999999999","0.4","840","20","11.2","0.3","75","5","1","0.1","1496","23","19.9","0.3","1283","22","17","0.3","217","11","2.9","0.1","296","10","3.9","0.1","87","5","1.2","0.1","153","6","2","0.1","91","5","1.2","0.1","563","18","7.5","0.2"
"Pennsylvania","65 years and over","2390","3","2378","4","99.5","0.1","1489","14","62.3","0.6","745","12","31.1","0.5","881","13","36.9","0.5","82","4","3.4","0.2","2299","6","96.2","0.2","297","8","12.4","0.3","127","5","5.3","0.2","2297","6","96.09999999999999","0.2","1408","15","58.9","0.6","297","8","12.4","0.3","148","5","6.2","0.2","12","2","0.5","0.1"
"Rhode Island","All people","1080","1","1033","6","95.7","0.6","747","15","69.2","1.4","609","16","56.3","1.5","163","8","15.1","0.8","20","3","1.9","0.3","433","13","40.1","1.2","259","14","23.9","1.3","46","5","4.3","0.4","216","4","20","0.4","110","5","10.2","0.4","47","4","4.4","0.4","22","2","2","0.2","47","6","4.3","0.6"
"Rhode Island","Under 65 years","887","2","842","6","94.90000000000001","0.7","638","14","71.90000000000001","1.5","551","15","62.1","1.6","103","7","11.6","0.8","10","2","1.1","0.3","249","13","28.1","1.4","229","13","25.8","1.5","35","5","4","0.5","32","4","3.6","0.4","9","2","1","0.3","18","3","2","0.3","8","2","0.9","0.2","45","6","5.1","0.7"
"Rhode Island","Under 19 years","227","2","221","3","97.5","1","147","6","64.59999999999999","2.8","128","7","56.4","3","20","3","8.699999999999999","1.3","3","1","1.1","0.5","92","7","40.3","2.8","90","7","39.5","3","15","3","6.8","1.3","4","2","1.6","0.8","3","2","1.1","0.8","2","1","0.8","0.5","Z","Z","Z","Z","6","2","2.5","1"
"Rhode Island","19 - 64 years","660","2","621","6","94","0.8","492","10","74.40000000000001","1.4","423","10","64","1.5","83","6","12.5","1","8","2","1.1","0.3","157","8","23.8","1.2","139","8","21.1","1.2","20","3","3","0.5","28","3","4.3","0.5","6","1","1","0.2","16","3","2.4","0.4","8","2","1.2","0.2","40","5","6","0.8"
"Rhode Island","65 years and over","193","1","191","1","99.2","0.4","109","4","56.5","2.2","58","4","29.9","1.9","60","4","31.3","2","10","2","5.4","0.9","184","2","95.3","0.8","30","3","15.3","1.4","11","1","5.7","0.8","184","2","95.3","0.8","102","4","52.6","2.2","30","3","15.3","1.4","14","2","7.3","0.9","2","1","0.8","0.4"
"South Carolina","All people","5100","3","4588","19","90","0.4","3336","27","65.40000000000001","0.5","2589","31","50.8","0.6","774","17","15.2","0.3","249","11","4.9","0.2","1984","25","38.9","0.5","1022","22","20","0.4","167","9","3.3","0.2","1079","10","21.2","0.2","577","12","11.3","0.2","186","7","3.6","0.1","167","9","3.3","0.2","512","18","10","0.4"
"South Carolina","Under 65 years","4147","4","3640","19","87.8","0.4","2780","26","67","0.6","2306","31","55.6","0.7","470","15","11.3","0.4","150","10","3.6","0.3","1056","25","25.5","0.6","903","22","21.8","0.5","119","8","2.9","0.2","152","9","3.7","0.2","40","4","1","0.1","67","6","1.6","0.1","86","7","2.1","0.2","507","18","12.2","0.4"
"South Carolina","Under 19 years","1188","5","1125","7","94.7","0.5","639","15","53.8","1.3","541","16","45.5","1.4","79","8","6.7","0.6","47","6","4","0.5","540","15","45.4","1.2","535","15","45","1.2","52","5","4.4","0.4","7","2","0.6","0.2","1","1","0.1","0.1","4","1","0.3","0.1","4","2","0.3","0.2","63","7","5.3","0.5"
"South Carolina","19 - 64 years","2958","6","2515","17","85","0.5","2141","18","72.40000000000001","0.6","1765","20","59.7","0.6","391","12","13.2","0.4","102","7","3.5","0.2","516","17","17.4","0.6","368","14","12.4","0.5","67","6","2.3","0.2","144","8","4.9","0.3","39","4","1.3","0.1","63","6","2.1","0.2","82","6","2.8","0.2","444","15","15","0.5"
"South Carolina","65 years and over","953","3","948","3","99.5","0.2","556","10","58.3","1","283","9","29.7","0.9","304","8","31.8","0.9","99","6","10.4","0.6","928","4","97.40000000000001","0.3","119","5","12.5","0.5","47","3","5","0.4","928","4","97.3","0.3","536","11","56.3","1.1","119","5","12.5","0.5","81","5","8.5","0.5","5","1","0.5","0.2"
"South Dakota","All people","878","1","795","7","90.5","0.8","637","9","72.5","1.1","481","10","54.8","1.2","159","8","18.1","0.9","38","6","4.3","0.7","272","7","31","0.8","120","7","13.7","0.8","24","3","2.8","0.4","161","2","18.4","0.2","89","3","10.2","0.3","22","2","2.5","0.2","32","3","3.6","0.3","83","7","9.5","0.8"
"South Dakota","Under 65 years","726","1","643","7","88.59999999999999","0.9","546","9","75.3","1.3","452","10","62.2","1.3","96","7","13.2","0.9","25","5","3.5","0.7","124","7","17.2","0.9","105","7","14.5","0.9","17","3","2.3","0.4","14","2","1.9","0.2","3","1","0.4","0.1","7","1","1","0.2","14","2","1.9","0.2","83","7","11.4","0.9"
"South Dakota","Under 19 years","232","2","214","4","92.40000000000001","1.4","155","5","66.7","2.1","130","6","56.1","2.3","22","3","9.5","1.2","10","3","4.2","1.3","69","5","29.8","2","69","4","29.7","1.9","10","2","4.1","0.9","Z","Z","0.2","0.1","Z","Z","Z","Z","Z","Z","0.1","0.1","Z","Z","0.1","Z","18","3","7.6","1.4"
"South Dakota","19 - 64 years","494","3","428","5","86.7","1","391","6","79.2","1.1","322","6","65.09999999999999","1.2","74","5","15","1.1","16","3","3.1","0.6","55","4","11.2","0.8","37","4","7.4","0.7","7","2","1.4","0.3","13","2","2.7","0.3","3","1","0.6","0.1","7","1","1.4","0.3","13","2","2.7","0.3","66","5","13.3","1"
"South Dakota","65 years and over","152","1","152","1","99.8","0.1","90","3","59.5","1.9","30","3","19.4","1.9","63","4","41.3","2.3","13","2","8.5","1.4","148","1","97.2","0.6","15","1","9.699999999999999","0.9","8","1","5","0.7","148","1","96.90000000000001","0.7","86","3","56.7","1.8","15","1","9.699999999999999","0.9","18","2","11.9","1.2","Z","Z","0.2","0.1"
"Tennessee","All people","6873","3","6187","17","90","0.2","4587","32","66.7","0.5","3685","31","53.6","0.4","1021","24","14.9","0.4","228","14","3.3","0.2","2506","27","36.5","0.4","1367","28","19.9","0.4","283","15","4.1","0.2","1318","8","19.2","0.1","662","10","9.6","0.2","251","9","3.6","0.1","176","9","2.6","0.1","686","17","10","0.2"
"Tennessee","Under 65 years","5709","4","5031","17","88.09999999999999","0.3","3950","31","69.2","0.5","3378","30","59.2","0.5","646","23","11.3","0.4","150","13","2.6","0.2","1379","27","24.2","0.5","1210","27","21.2","0.5","216","14","3.8","0.3","192","8","3.4","0.1","55","4","1","0.1","94","6","1.6","0.1","87","7","1.5","0.1","679","16","11.9","0.3"
"Tennessee","Under 19 years","1623","7","1543","9","95.09999999999999","0.4","983","17","60.6","1","846","18","52.1","1.1","131","10","8.1","0.6","54","7","3.4","0.4","668","17","41.2","1","662","17","40.8","1","106","9","6.5","0.5","11","3","0.7","0.2","3","1","0.2","0.1","7","2","0.4","0.1","4","1","0.2","0.1","80","7","4.9","0.4"
"Tennessee","19 - 64 years","4086","8","3487","17","85.3","0.4","2967","23","72.59999999999999","0.5","2532","21","62","0.5","515","16","12.6","0.4","96","8","2.3","0.2","711","17","17.4","0.4","548","16","13.4","0.4","110","8","2.7","0.2","182","7","4.4","0.2","52","4","1.3","0.1","86","6","2.1","0.1","83","6","2","0.2","599","15","14.7","0.4"
