"Table with row headers in column A and column headers in rows 6 through 10","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Nebraska","Under 19 years","502","3","474","5","94.3","0.8","351","7","69.90000000000001","1.4","308","7","61.3","1.4","46","5","9.1","0.9","13","2","2.6","0.4","138","7","27.4","1.5","136","7","27.1","1.5","14","2","2.9","0.5","2","1","0.4","0.2","1","Z","0.1","0.1","1","Z","0.2","0.1","1","Z","0.1","0.1","28","4","5.7","0.8"
"Nebraska","19 - 64 years","1101","3","972","7","88.3","0.6","898","8","81.5","0.6","770","8","69.90000000000001","0.7","148","6","13.4","0.6","28","3","2.5","0.3","110","6","10","0.5","79","5","7.2","0.5","18","3","1.6","0.2","33","3","3","0.2","9","1","0.8","0.1","17","2","1.6","0.2","19","2","1.7","0.2","129","6","11.7","0.6"
"Nebraska","65 years and over","301","2","301","2","99.8","0.1","183","4","60.7","1.3","67","3","22.2","1","124","4","41.1","1.3","22","2","7.4","0.7","291","2","96.59999999999999","0.4","29","2","9.6","0.8","13","1","4.3","0.4","291","2","96.59999999999999","0.4","173","4","57.5","1.3","29","2","9.6","0.8","32","2","10.5","0.6","Z","Z","0.2","0.1"
"Nevada","All people","3043","2","2696","14","88.59999999999999","0.5","1977","20","65","0.7","1637","23","53.8","0.8","340","13","11.2","0.4","110","8","3.6","0.3","1028","18","33.8","0.6","543","19","17.8","0.6","67","6","2.2","0.2","531","5","17.5","0.2","240","6","7.9","0.2","85","5","2.8","0.2","95","5","3.1","0.2","348","14","11.4","0.5"
"Nevada","Under 65 years","2550","3","2208","14","86.59999999999999","0.6","1736","19","68.09999999999999","0.7","1514","22","59.4","0.9","222","11","8.699999999999999","0.4","67","7","2.6","0.3","557","18","21.8","0.7","483","17","18.9","0.7","47","5","1.9","0.2","60","4","2.4","0.2","15","2","0.6","0.1","25","3","1","0.1","45","4","1.8","0.2","341","14","13.4","0.6"
"Nevada","Under 19 years","725","3","667","6","92","0.9","448","9","61.8","1.2","390","11","53.8","1.5","51","6","7","0.8","20","4","2.7","0.5","239","9","33","1.3","238","9","32.8","1.3","20","3","2.8","0.5","2","1","0.3","0.1","1","Z","0.1","0.1","1","Z","0.1","0.1","Z","Z","0.1","0.1","58","6","8","0.9"
"Nevada","19 - 64 years","1825","4","1542","11","84.5","0.6","1288","13","70.59999999999999","0.7","1124","15","61.6","0.8","172","9","9.4","0.5","47","4","2.6","0.2","318","11","17.4","0.6","245","11","13.4","0.6","27","3","1.5","0.2","58","4","3.2","0.2","14","2","0.8","0.1","24","3","1.3","0.1","44","4","2.4","0.2","283","10","15.5","0.6"
"Nevada","65 years and over","494","2","488","2","98.7","0.4","241","6","48.8","1.2","123","5","25","1","118","5","23.9","1","43","4","8.699999999999999","0.7","471","3","95.40000000000001","0.6","60","4","12.1","0.9","19","2","3.9","0.4","471","3","95.3","0.6","225","6","45.5","1.2","60","4","12.1","0.9","50","3","10.2","0.5","6","2","1.3","0.4"
"New Hampshire","All people","1343","1","1259","8","93.7","0.6","1015","13","75.59999999999999","1","839","13","62.4","1","190","8","14.1","0.6","31","4","2.3","0.3","431","11","32.1","0.8","177","10","13.2","0.8","25","3","1.9","0.3","271","3","20.2","0.3","164","5","12.2","0.4","28","3","2.1","0.2","35","3","2.6","0.2","84","8","6.3","0.6"
"New Hampshire","Under 65 years","1098","2","1014","8","92.40000000000001","0.7","852","11","77.59999999999999","1","755","13","68.8","1.2","100","6","9.1","0.6","16","3","1.5","0.3","194","11","17.7","1","160","10","14.6","0.9","18","3","1.6","0.3","35","3","3.2","0.3","9","2","0.8","0.2","11","2","1","0.2","13","2","1.2","0.2","84","7","7.6","0.7"
"New Hampshire","Under 19 years","277","2","267","3","96.3","0.9","196","5","70.90000000000001","2","179","6","64.5","2","15","2","5.5","0.8","5","2","1.7","0.6","79","6","28.4","2.1","78","6","28.1","2.1","8","2","2.9","0.8","1","1","0.4","0.2","Z","Z","0.1","0.1","Z","Z","0.2","0.2","Z","Z","Z","Z","10","2","3.7","0.9"
"New Hampshire","19 - 64 years","821","3","748","6","91.09999999999999","0.7","656","8","79.90000000000001","1","576","10","70.2","1.2","85","5","10.3","0.6","12","2","1.4","0.3","116","7","14.1","0.8","83","6","10.1","0.7","10","2","1.2","0.2","33","3","4.1","0.4","9","2","1.1","0.2","11","2","1.3","0.3","13","2","1.6","0.2","73","6","8.9","0.7"
"New Hampshire","65 years and over","245","2","245","2","99.8","0.1","163","5","66.3","1.8","84","4","34.1","1.6","89","4","36.4","1.5","15","2","6.1","0.8","237","2","96.5","0.6","17","2","6.7","0.8","7","1","3","0.5","237","2","96.40000000000001","0.6","155","4","63","1.7","17","2","6.7","0.8","21","2","8.800000000000001","0.8","Z","Z","0.2","0.1"
"New Jersey","All people","8776","2","8084","19","92.09999999999999","0.2","6290","34","71.7","0.4","5437","37","62","0.4","1034","24","11.8","0.3","87","7","1","0.1","2778","27","31.7","0.3","1452","26","16.5","0.3","183","10","2.1","0.1","1540","8","17.6","0.1","851","12","9.699999999999999","0.1","243","8","2.8","0.1","96","5","1.1","0.1","692","19","7.9","0.2"
"New Jersey","Under 65 years","7340","3","6662","19","90.8","0.3","5427","32","73.90000000000001","0.4","4875","34","66.40000000000001","0.5","640","22","8.699999999999999","0.3","54","6","0.7","0.1","1421","27","19.4","0.4","1280","26","17.4","0.4","128","9","1.7","0.1","184","7","2.5","0.1","52","4","0.7","Z","72","5","1","0.1","37","4","0.5","Z","677","19","9.199999999999999","0.3"
"New Jersey","Under 19 years","2042","5","1953","9","95.7","0.4","1367","15","66.90000000000001","0.7","1236","16","60.6","0.7","140","10","6.9","0.5","20","3","1","0.2","644","16","31.5","0.8","633","16","31","0.8","55","6","2.7","0.3","16","3","0.8","0.1","2","1","0.1","Z","7","2","0.3","0.1","2","1","0.1","0.1","88","8","4.3","0.4"
"New Jersey","19 - 64 years","5298","6","4709","17","88.90000000000001","0.3","4061","22","76.59999999999999","0.4","3638","25","68.7","0.5","500","15","9.4","0.3","34","4","0.6","0.1","777","17","14.7","0.3","647","15","12.2","0.3","73","5","1.4","0.1","168","6","3.2","0.1","50","4","0.9","0.1","65","4","1.2","0.1","35","3","0.7","0.1","589","17","11.1","0.3"
"New Jersey","65 years and over","1436","2","1421","3","99","0.2","863","12","60.1","0.8","562","11","39.2","0.8","394","9","27.4","0.6","34","3","2.4","0.2","1357","5","94.5","0.3","171","7","11.9","0.5","55","4","3.8","0.3","1356","5","94.40000000000001","0.3","798","12","55.6","0.8","171","7","11.9","0.5","58","3","4.1","0.2","15","3","1","0.2"
"New Mexico","All people","2059","2","1854","11","90","0.6","1106","17","53.7","0.8","900","18","43.7","0.9","215","10","10.5","0.5","84","5","4.1","0.3","1031","17","50.1","0.8","688","17","33.4","0.8","92","7","4.5","0.3","422","5","20.5","0.3","203","6","9.9","0.3","100","5","4.9","0.3","65","4","3.2","0.2","205","12","10","0.6"
"New Mexico","Under 65 years","1686","3","1484","11","88","0.7","906","16","53.7","1","778","18","46.1","1.1","129","8","7.6","0.5","49","4","2.9","0.3","671","17","39.8","1","623","16","37","0.9","70","6","4.2","0.4","62","5","3.7","0.3","12","2","0.7","0.1","36","4","2.1","0.2","29","3","1.7","0.2","202","11","12","0.7"
"New Mexico","Under 19 years","502","3","473","5","94.3","0.9","217","8","43.2","1.6","185","9","37","1.7","26","4","5.2","0.8","16","2","3.1","0.5","286","9","57","1.7","284","9","56.6","1.8","30","4","5.9","0.9","4","1","0.7","0.3","Z","Z","0.1","Z","2","1","0.5","0.2","1","1","0.2","0.2","29","4","5.7","0.9"
"New Mexico","19 - 64 years","1184","4","1011","10","85.40000000000001","0.8","689","12","58.2","1","592","12","50","1","103","6","8.699999999999999","0.5","34","3","2.9","0.3","385","12","32.5","1","339","11","28.6","0.9","40","3","3.4","0.3","59","4","4.9","0.4","12","2","1","0.1","33","3","2.8","0.3","28","3","2.4","0.3","173","10","14.6","0.8"
"New Mexico","65 years and over","373","2","370","2","99.09999999999999","0.3","201","5","53.8","1.4","123","5","32.9","1.3","86","4","23.2","1.2","34","4","9.199999999999999","1","360","3","96.5","0.5","65","4","17.4","1.1","22","2","5.8","0.6","360","3","96.3","0.5","191","5","51.1","1.4","65","4","17.4","1.1","37","2","9.800000000000001","0.7","3","1","0.9","0.3"
"New York","All people","19213","3","18206","20","94.8","0.1","12970","58","67.5","0.3","10926","56","56.9","0.3","2504","35","13","0.2","170","8","0.9","Z","7611","56","39.6","0.3","4930","54","25.7","0.3","708","24","3.7","0.1","3471","16","18.1","0.1","1841","19","9.6","0.1","866","14","4.5","0.1","249","7","1.3","Z","1007","20","5.2","0.1"
"New York","Under 65 years","16012","4","15031","20","93.90000000000001","0.1","11120","56","69.40000000000001","0.3","9646","52","60.2","0.3","1736","33","10.8","0.2","107","7","0.7","Z","4574","56","28.6","0.3","4300","54","26.9","0.3","530","21","3.3","0.1","436","13","2.7","0.1","130","6","0.8","Z","235","9","1.5","0.1","99","5","0.6","Z","981","20","6.1","0.1"
"New York","Under 19 years","4264","7","4164","10","97.59999999999999","0.2","2628","28","61.6","0.6","2230","27","52.3","0.6","436","17","10.2","0.4","38","4","0.9","0.1","1763","30","41.3","0.7","1753","30","41.1","0.7","223","13","5.2","0.3","20","3","0.5","0.1","6","1","0.2","Z","12","2","0.3","0.1","4","1","0.1","Z","101","8","2.4","0.2"
"New York","19 - 64 years","11748","9","10868","20","92.5","0.2","8492","36","72.3","0.3","7416","35","63.1","0.3","1300","22","11.1","0.2","69","5","0.6","Z","2810","33","23.9","0.3","2546","31","21.7","0.3","307","13","2.6","0.1","416","13","3.5","0.1","123","6","1","0.1","223","9","1.9","0.1","95","5","0.8","Z","880","19","7.5","0.2"
"New York","65 years and over","3200","4","3175","5","99.2","0.1","1850","17","57.8","0.5","1280","17","40","0.5","768","13","24","0.4","63","5","2","0.1","3037","9","94.90000000000001","0.3","630","12","19.7","0.4","177","7","5.5","0.2","3035","9","94.8","0.3","1711","17","53.5","0.5","630","12","19.7","0.4","150","5","4.7","0.1","25","3","0.8","0.1"
"North Carolina","All people","10281","4","9124","26","88.7","0.3","6852","40","66.59999999999999","0.4","5373","46","52.3","0.4","1506","26","14.6","0.3","427","17","4.2","0.2","3587","31","34.9","0.3","1849","28","18","0.3","273","12","2.7","0.1","1943","11","18.9","0.1","1062","10","10.3","0.1","331","10","3.2","0.1","290","8","2.8","0.1","1157","26","11.3","0.3"
"North Carolina","Under 65 years","8569","6","7424","25","86.59999999999999","0.3","5833","37","68.09999999999999","0.4","4856","43","56.7","0.5","913","24","10.7","0.3","306","16","3.6","0.2","1924","31","22.5","0.4","1646","28","19.2","0.3","192","12","2.2","0.1","283","8","3.3","0.1","81","6","0.9","0.1","129","6","1.5","0.1","146","7","1.7","0.1","1145","26","13.4","0.3"
"North Carolina","Under 19 years","2455","8","2313","12","94.2","0.4","1378","20","56.1","0.8","1152","21","46.9","0.8","167","10","6.8","0.4","107","8","4.4","0.3","1017","19","41.4","0.8","1009","19","41.1","0.8","79","7","3.2","0.3","10","2","0.4","0.1","1","1","Z","Z","5","2","0.2","0.1","4","2","0.2","0.1","142","9","5.8","0.4"
"North Carolina","19 - 64 years","6114","9","5111","22","83.59999999999999","0.3","4455","25","72.90000000000001","0.4","3704","31","60.6","0.5","746","19","12.2","0.3","198","10","3.2","0.2","907","18","14.8","0.3","637","16","10.4","0.3","113","8","1.8","0.1","272","8","4.5","0.1","80","6","1.3","0.1","123","6","2","0.1","142","7","2.3","0.1","1004","21","16.4","0.3"
"North Carolina","65 years and over","1712","4","1700","5","99.3","0.1","1019","9","59.5","0.5","516","9","30.2","0.5","593","10","34.6","0.6","121","6","7.1","0.3","1663","6","97.09999999999999","0.2","203","8","11.8","0.4","81","4","4.7","0.2","1661","6","97","0.2","982","9","57.3","0.5","203","8","11.8","0.4","144","5","8.4","0.3","12","2","0.7","0.1"
"North Dakota","All people","744","2","693","5","93.09999999999999","0.7","588","9","79.09999999999999","1.2","457","9","61.5","1.3","142","7","19","1","29","4","3.9","0.5","202","8","27.2","1","90","7","12.1","1","20","3","2.6","0.4","122","2","16.4","0.3","78","3","10.5","0.4","19","2","2.5","0.3","24","3","3.3","0.3","51","5","6.9","0.7"
"North Dakota","Under 65 years","630","2","580","5","91.90000000000001","0.8","511","8","81.09999999999999","1.3","431","9","68.3","1.4","86","6","13.6","1","22","4","3.5","0.6","92","8","14.6","1.2","78","7","12.4","1.2","13","3","2.1","0.5","13","2","2","0.3","4","1","0.6","0.1","7","2","1.1","0.3","10","2","1.6","0.3","51","5","8.1","0.8"
"North Dakota","Under 19 years","187","3","173","4","92.2","1.5","143","5","76.2","2.2","124","5","66.40000000000001","2.3","17","2","9.1","1.3","7","2","3.8","1.1","38","4","20.5","2.4","38","4","20.3","2.4","8","2","4.4","1.2","Z","Z","0.2","0.1","Z","Z","0.1","0.1","Z","Z","0.1","0.1","Z","Z","Z","Z","15","3","7.8","1.5"
"North Dakota","19 - 64 years","443","3","407","5","91.8","0.8","369","6","83.2","1.2","306","7","69.09999999999999","1.4","69","5","15.5","1.1","15","2","3.3","0.5","54","5","12.2","1","40","4","9","0.9","5","1","1.2","0.3","12","2","2.7","0.4","4","1","0.9","0.2","7","2","1.5","0.4","10","2","2.3","0.4","36","3","8.199999999999999","0.8"
"North Dakota","65 years and over","114","1","113","1","99.5","0.3","77","3","67.7","2.1","27","2","23.7","2.1","56","3","48.9","2.6","7","1","6.5","1.1","110","1","96.59999999999999","0.8","12","2","10.5","1.7","6","1","5.4","1.1","110","2","96.5","0.8","74","3","64.90000000000001","2.2","12","2","10.5","1.7","14","2","12.4","1.5","1","Z","0.5","0.3"
"Ohio","All people","11515","2","10757","22","93.40000000000001","0.2","7939","41","68.90000000000001","0.4","6809","46","59.1","0.4","1346","20","11.7","0.2","196","10","1.7","0.1","4283","34","37.2","0.3","2311","33","20.1","0.3","301","11","2.6","0.1","2203","12","19.1","0.1","1194","11","10.4","0.1","320","10","2.8","0.1","257","9","2.2","0.1","758","22","6.6","0.2"
"Ohio","Under 65 years","9541","4","8793","22","92.2","0.2","6758","37","70.8","0.4","6149","41","64.40000000000001","0.4","699","17","7.3","0.2","124","10","1.3","0.1","2376","34","24.9","0.4","2119","32","22.2","0.3","227","11","2.4","0.1","298","10","3.1","0.1","70","4","0.7","Z","128","6","1.3","0.1","113","7","1.2","0.1","748","22","7.8","0.2"
"Ohio","Under 19 years","2736","7","2605","10","95.2","0.3","1739","20","63.5","0.7","1606","21","58.7","0.8","136","8","5","0.3","40","5","1.5","0.2","992","19","36.3","0.7","985","19","36","0.7","123","7","4.5","0.3","12","2","0.4","0.1","3","1","0.1","Z","6","2","0.2","0.1","3","1","0.1","0.1","131","9","4.8","0.3"
"Ohio","19 - 64 years","6805","8","6188","19","90.90000000000001","0.3","5020","24","73.8","0.4","4543","29","66.8","0.4","562","13","8.300000000000001","0.2","85","7","1.2","0.1","1384","22","20.3","0.3","1134","20","16.7","0.3","104","7","1.5","0.1","286","10","4.2","0.1","68","4","1","0.1","122","6","1.8","0.1","109","7","1.6","0.1","617","18","9.1","0.3"
"Ohio","65 years and over","1974","4","1964","4","99.5","0.1","1181","11","59.8","0.5","659","12","33.4","0.6","647","10","32.8","0.5","72","4","3.6","0.2","1907","6","96.7","0.2","192","7","9.699999999999999","0.4","74","4","3.8","0.2","1906","6","96.59999999999999","0.2","1123","10","56.9","0.5","192","7","9.699999999999999","0.4","144","5","7.3","0.3","10","2","0.5","0.1"
"Oklahoma","All people","3872","2","3319","14","85.7","0.3","2474","18","63.9","0.5","1966","21","50.8","0.5","512","12","13.2","0.3","161","9","4.2","0.2","1337","13","34.5","0.3","670","13","17.3","0.3","98","6","2.5","0.1","724","6","18.7","0.2","393","6","10.1","0.2","108","4","2.8","0.1","131","4","3.4","0.1","553","14","14.3","0.3"
"Oklahoma","Under 65 years","3256","3","2707","14","83.2","0.4","2095","17","64.3","0.5","1784","20","54.8","0.6","302","10","9.300000000000001","0.3","109","9","3.4","0.3","743","14","22.8","0.4","607","13","18.7","0.4","73","5","2.3","0.2","131","6","4","0.2","31","3","1","0.1","46","3","1.4","0.1","62","4","1.9","0.1","549","14","16.8","0.4"
"Oklahoma","Under 19 years","1005","3","919","7","91.40000000000001","0.6","529","10","52.6","0.9","449","9","44.7","0.9","63","5","6.2","0.5","41","5","4.1","0.5","435","10","43.3","1","418","10","41.6","1","43","4","4.3","0.4","21","4","2.1","0.4","3","1","0.3","0.1","5","1","0.5","0.1","2","1","0.2","0.1","86","6","8.6","0.6"
"Oklahoma","19 - 64 years","2251","4","1788","11","79.5","0.5","1566","13","69.59999999999999","0.6","1335","15","59.3","0.7","239","8","10.6","0.4","69","5","3","0.2","308","8","13.7","0.3","190","7","8.4","0.3","30","3","1.3","0.1","111","5","4.9","0.2","29","2","1.3","0.1","41","3","1.8","0.1","59","3","2.6","0.1","462","11","20.5","0.5"
"Oklahoma","65 years and over","616","3","611","3","99.3","0.2","379","6","61.6","0.9","182","5","29.5","0.8","210","5","34.2","0.9","52","3","8.4","0.5","594","3","96.5","0.4","62","3","10.1","0.5","24","2","3.9","0.3","592","3","96.2","0.4","361","6","58.7","1","62","3","10.1","0.5","69","3","11.3","0.4","4","1","0.7","0.2"
"Oregon","All people","4175","2","3876","14","92.8","0.3","2840","26","68","0.6","2298","28","55","0.7","598","14","14.3","0.3","86","7","2.1","0.2","1606","23","38.5","0.5","874","23","20.9","0.5","139","8","3.3","0.2","822","7","19.7","0.2","449","9","10.8","0.2","131","6","3.1","0.1","121","5","2.9","0.1","299","13","7.2","0.3"
"Oregon","Under 65 years","3418","4","3123","14","91.40000000000001","0.4","2396","25","70.09999999999999","0.7","2100","28","61.4","0.8","321","12","9.4","0.4","47","5","1.4","0.2","874","22","25.6","0.6","787","22","23","0.6","104","8","3","0.2","92","5","2.7","0.2","27","3","0.8","0.1","44","4","1.3","0.1","53","4","1.5","0.1","295","13","8.6","0.4"
"Oregon","Under 19 years","914","4","877","6","95.90000000000001","0.6","574","13","62.8","1.4","518","14","56.6","1.5","59","6","6.5","0.6","13","3","1.4","0.3","344","12","37.6","1.3","340","12","37.2","1.3","40","6","4.3","0.6","5","1","0.5","0.1","1","Z","0.1","Z","3","1","0.3","0.1","2","1","0.2","0.1","38","5","4.1","0.6"
"Oregon","19 - 64 years","2504","6","2247","12","89.7","0.4","1822","17","72.8","0.7","1582","19","63.2","0.7","262","9","10.5","0.4","34","3","1.4","0.1","531","15","21.2","0.6","447","14","17.8","0.6","64","5","2.6","0.2","87","5","3.5","0.2","26","3","1.1","0.1","41","4","1.6","0.1","51","4","2","0.2","257","11","10.3","0.4"
"Oregon","65 years and over","757","3","752","3","99.40000000000001","0.2","443","8","58.6","1","197","6","26.1","0.8","276","8","36.5","1","39","3","5.1","0.4","732","4","96.7","0.4","87","5","11.6","0.6","35","3","4.6","0.3","730","4","96.5","0.4","422","8","55.8","1","87","5","11.6","0.6","68","3","9","0.4","5","1","0.6","0.2"
"Pennsylvania","All people","12593","2","11867","21","94.2","0.2","9052","35","71.90000000000001","0.3","7448","39","59.1","0.3","1868","23","14.8","0.2","191","11","1.5","0.1","4732","31","37.6","0.2","2536","30","20.1","0.2","465","15","3.7","0.1","2567","11","20.4","0.1","1560","14","12.4","0.1","448","11","3.6","0.1","255","6","2","0.1","726","22","5.8","0.2"
"Pennsylvania","Under 65 years","10284","4","9569","22","93","0.2","7526","36","73.2","0.3","6691","40","65.09999999999999","0.4","950","20","9.199999999999999","0.2","112","10","1.1","0.1","2502","30","24.3","0.3","2260","29","22","0.3","342","14","3.3","0.1","338","9","3.3","0.1","103","5","1","0.1","172","8","1.7","0.1","99","6","1","0.1","716","21","7","0.2"
"Pennsylvania","Under 19 years","2804","6","2676","12","95.40000000000001","0.3","1779","19","63.5","0.7","1615","19","57.6","0.7","172","8","6.1","0.3","33","5","1.2","0.2","1069","18","38.1","0.6","1061","18","37.9","0.6","169","10","6","0.3","15","2","0.5","0.1","6","1","0.2","0.1","9","2","0.3","0.1","2","1","0.1","Z","128","9","4.6","0.3"
"Pennsylvania","19 - 64 years","7481","7","6893","20","92.09999999999999","0.2","5746","27","76.8","0.3","5076","30","67.90000000000001","0.4","778","17","10.4","0.2","79","6","1.1","0.1","1433","21","19.2","0.3","1199","20","16","0.3","173","7","2.3","0.1","323","8","4.3","0.1","97","5","1.3","0.1","163","7","2.2","0.1","96","5","1.3","0.1","588","19","7.9","0.2"
"Pennsylvania","65 years and over","2309","4","2298","4","99.5","0.1","1526","13","66.09999999999999","0.5","757","12","32.8","0.5","918","13","39.8","0.5","79","4","3.4","0.2","2230","6","96.59999999999999","0.2","277","8","12","0.3","123","5","5.3","0.2","2229","6","96.59999999999999","0.2","1458","14","63.1","0.6","277","8","12","0.3","156","4","6.8","0.2","11","2","0.5","0.1"
"Rhode Island","All people","1044","1","1001","6","95.90000000000001","0.6","765","13","73.3","1.3","633","14","60.7","1.4","161","9","15.4","0.9","21","3","2","0.3","378","12","36.2","1.1","212","11","20.4","1.1","43","7","4.1","0.6","205","5","19.7","0.4","107","4","10.3","0.4","46","5","4.4","0.4","22","2","2.1","0.2","43","6","4.1","0.6"
"Rhode Island","Under 65 years","863","1","821","6","95.2","0.7","661","12","76.5","1.4","577","14","66.8","1.6","101","8","11.7","0.9","11","2","1.3","0.3","205","11","23.8","1.3","186","11","21.6","1.2","35","7","4","0.8","33","4","3.9","0.5","9","2","1.1","0.2","20","4","2.3","0.4","6","2","0.7","0.2","42","6","4.8","0.7"
"Rhode Island","Under 19 years","220","2","216","3","98.09999999999999","0.7","161","6","73","2.9","141","7","64.2","2.9","22","3","10","1.6","4","1","1.7","0.5","73","5","33.2","2.5","72","5","32.8","2.5","17","4","7.8","1.9","2","1","0.9","0.5","Z","Z","0.1","0.1","2","1","0.8","0.5","Z","1","0.2","0.3","4","2","1.9","0.7"
"Rhode Island","19 - 64 years","643","2","605","6","94.09999999999999","0.8","500","8","77.7","1.3","436","10","67.8","1.5","79","6","12.3","1","7","2","1.1","0.3","132","7","20.5","1.1","114","7","17.7","1","18","4","2.7","0.6","31","4","4.9","0.6","9","2","1.4","0.3","18","4","2.8","0.6","5","1","0.8","0.2","38","5","5.9","0.8"
"Rhode Island","65 years and over","181","1","180","1","99.5","0.3","105","4","58.1","2","56","3","31.2","1.8","60","4","33.2","2","10","2","5.7","0.9","172","2","95.5","0.7","26","3","14.5","1.6","8","2","4.5","0.9","172","2","95.40000000000001","0.8","98","4","54.1","2","26","3","14.5","1.6","16","2","8.699999999999999","1","1","Z","0.5","0.3"
"South Carolina","All people","5049","3","4501","17","89.2","0.3","3345","28","66.3","0.6","2649","32","52.5","0.6","705","19","14","0.4","252","12","5","0.2","1875","23","37.1","0.4","948","22","18.8","0.4","154","9","3.1","0.2","1043","8","20.7","0.2","582","10","11.5","0.2","177","7","3.5","0.1","165","7","3.3","0.1","548","17","10.8","0.3"
"South Carolina","Under 65 years","4131","4","3588","17","86.8","0.4","2787","28","67.40000000000001","0.7","2356","31","57","0.7","416","17","10.1","0.4","152","11","3.7","0.3","981","22","23.8","0.5","833","22","20.2","0.5","107","7","2.6","0.2","151","7","3.7","0.2","43","3","1","0.1","63","5","1.5","0.1","75","6","1.8","0.1","543","17","13.2","0.4"
"South Carolina","Under 19 years","1182","5","1113","8","94.2","0.6","662","14","56","1.2","565","15","47.8","1.2","83","7","7","0.6","46","5","3.9","0.4","503","14","42.5","1.2","499","14","42.2","1.2","49","6","4.2","0.5","6","2","0.5","0.1","2","1","0.2","0.1","3","1","0.3","0.1","2","1","0.2","0.1","69","7","5.8","0.6"
"South Carolina","19 - 64 years","2949","6","2475","16","83.90000000000001","0.5","2125","20","72","0.7","1790","22","60.7","0.7","333","13","11.3","0.4","107","7","3.6","0.2","479","15","16.2","0.5","335","12","11.4","0.4","57","4","1.9","0.1","145","7","4.9","0.2","41","3","1.4","0.1","60","5","2","0.2","73","5","2.5","0.2","475","15","16.1","0.5"
"South Carolina","65 years and over","917","3","913","3","99.5","0.1","559","9","60.9","0.9","293","8","32","0.9","289","8","31.6","0.9","100","5","10.9","0.6","894","4","97.5","0.3","114","6","12.5","0.7","48","4","5.2","0.4","892","4","97.3","0.3","539","9","58.8","0.9","114","6","12.5","0.7","90","4","9.800000000000001","0.5","4","1","0.5","0.1"
"South Dakota","All people","867","1","779","6","89.8","0.7","622","8","71.8","0.9","471","10","54.4","1.1","153","7","17.7","0.8","31","3","3.6","0.4","267","8","30.7","0.9","114","8","13.1","0.9","21","3","2.4","0.3","163","3","18.8","0.4","87","4","10.1","0.4","21","3","2.5","0.3","32","3","3.7","0.3","88","6","10.2","0.7"
"South Dakota","Under 65 years","720","1","632","6","87.8","0.8","535","7","74.3","1","445","10","61.8","1.3","92","6","12.8","0.9","21","3","2.9","0.4","124","8","17.2","1.1","102","8","14.2","1","16","2","2.2","0.3","21","3","2.9","0.4","5","1","0.7","0.1","10","2","1.4","0.3","13","2","1.8","0.3","88","6","12.2","0.8"
"South Dakota","Under 19 years","226","2","209","4","92.2","1.4","150","5","66.5","2","126","5","55.5","2.3","24","3","10.5","1.4","7","2","2.9","0.7","67","5","29.4","2.1","66","5","29","2.1","8","2","3.7","0.8","1","Z","0.4","0.2","Z","Z","Z","0.1","Z","Z","Z","0.1","Z","Z","Z","Z","18","3","7.8","1.4"
"South Dakota","19 - 64 years","494","3","423","4","85.8","0.9","385","5","77.90000000000001","1.1","319","7","64.7","1.3","69","4","13.9","0.9","15","2","3","0.4","57","5","11.6","1","37","4","7.4","0.9","7","1","1.5","0.3","20","3","4","0.6","5","1","1","0.2","10","2","2","0.5","13","2","2.7","0.4","70","4","14.2","0.9"
"South Dakota","65 years and over","147","1","147","1","99.7","0.2","87","3","59.2","2.2","27","2","18","1.7","61","3","41.2","2.2","10","1","6.9","1","143","2","96.7","0.7","11","2","7.8","1.1","6","1","3.8","0.7","142","2","96.5","0.7","83","4","56","2.3","11","2","7.8","1.1","19","2","12.7","1","Z","Z","0.3","0.2"
"Tennessee","All people","6719","3","6038","20","89.90000000000001","0.3","4439","34","66.09999999999999","0.5","3564","35","53","0.5","905","20","13.5","0.3","252","12","3.7","0.2","2431","27","36.2","0.4","1318","28","19.6","0.4","202","9","3","0.1","1269","10","18.9","0.2","656","11","9.800000000000001","0.2","230","9","3.4","0.1","187","8","2.8","0.1","682","20","10.1","0.3"
"Tennessee","Under 65 years","5608","5","4932","19","87.90000000000001","0.4","3810","33","67.90000000000001","0.6","3274","34","58.4","0.6","538","17","9.6","0.3","160","11","2.9","0.2","1351","26","24.1","0.5","1175","27","21","0.5","143","9","2.6","0.2","191","8","3.4","0.2","54","4","1","0.1","87","5","1.6","0.1","90","6","1.6","0.1","676","20","12.1","0.4"
"Tennessee","Under 19 years","1600","7","1520","9","95","0.5","939","18","58.7","1.1","817","17","51","1.1","104","8","6.5","0.5","53","6","3.3","0.4","652","19","40.7","1.2","647","19","40.5","1.1","69","7","4.3","0.4","7","2","0.4","0.1","3","1","0.2","0.1","4","1","0.3","0.1","1","1","0.1","0.1","80","7","5","0.5"
"Tennessee","19 - 64 years","4008","7","3412","18","85.09999999999999","0.4","2871","22","71.59999999999999","0.5","2457","23","61.3","0.6","434","13","10.8","0.3","107","7","2.7","0.2","700","14","17.5","0.3","528","14","13.2","0.3","75","5","1.9","0.1","184","8","4.6","0.2","52","3","1.3","0.1","83","5","2.1","0.1","88","5","2.2","0.1","596","18","14.9","0.4"
